"samuel_pickwick::lively";"samuel_pickwick::sensible"
"bob::young";"weller::young"
"bob_sawyer::bad";"sam::bad"
"bob_sawyer::short";"sam::short"
"bob_sawyer::short";"wos::short"
"sam::short";"wos::short"
"sam_weller::curious";"sam_weller::remarkable"
"sam_weller::curious";"sam_weller::sensible"
"sam_weller::remarkable";"sam_weller::sensible"
"bob_sawyer::afraid";"bob::afraid"
"bob_sawyer::afraid";"pickwick::afraid"
"bob::afraid";"pickwick::afraid"
"sam::clean";"sam::comfortable"
"pott::thoughtful";"sam::thoughtful"
"pickwick::cruel";"pott::cruel"
"pickwick::cruel";"sam::cruel"
"pott::cruel";"sam::cruel"
"bob::kind";"pickwick::kind"
"bob::kind";"pott::kind"
"pickwick::kind";"pott::kind"
"bob_sawyer::embarrassed";"bob_sawyer::excited"
"bob_sawyer::embarrassed";"pickwick::embarrassed"
"bob_sawyer::embarrassed";"pickwick::excited"
"bob_sawyer::embarrassed";"pott::embarrassed"
"bob_sawyer::embarrassed";"pott::excited"
"bob_sawyer::excited";"pickwick::embarrassed"
"bob_sawyer::excited";"pickwick::excited"
"bob_sawyer::excited";"pott::embarrassed"
"bob_sawyer::excited";"pott::excited"
"pickwick::embarrassed";"pickwick::excited"
"pickwick::embarrassed";"pott::embarrassed"
"pickwick::embarrassed";"pott::excited"
"pickwick::excited";"pott::embarrassed"
"pickwick::excited";"pott::excited"
"pott::embarrassed";"pott::excited"
"pickwick::expressive";"pickwick::valuable"
"pickwick::faithful";"pott::faithful"
"pott::great";"pott::short"
"bob_sawyer::evil";"pott::evil"
"bob_sawyer::evil";"saracen::evil"
"bob_sawyer::evil";"slurk::evil"
"pott::evil";"saracen::evil"
"pott::evil";"slurk::evil"
"saracen::evil";"slurk::evil"
"bob_sawyer::great";"slurk::great"
"pott::little";"slurk::little"
"pott::great";"slurk::great"
"arabella::young";"ben_allen::young"
"arabella::young";"bob_sawyer::young"
"arabella::young";"george::young"
"arabella::young";"sam::young"
"ben_allen::young";"george::young"
"ben_allen::young";"pickwick::young"
"ben_allen::young";"sam::young"
"bob_sawyer::young";"george::young"
"bob_sawyer::young";"sam::young"
"george::young";"pickwick::young"
"mary::little";"mary::pretty"
"mary::little";"sam::pretty"
"mary::pretty";"sam::little"
"mary::pretty";"sam::pretty"
"sam::little";"sam::pretty"
"sam::pretty";"samivel_n._b.::pretty"
"sam::pretty";"samivel::pretty"
"sam::pretty";"tony_veller::pretty"
"samivel_n._b.::pretty";"samivel::pretty"
"samivel_n._b.::pretty";"sammy::pretty"
"samivel_n._b.::pretty";"tony_veller::pretty"
"samivel::pretty";"sammy::pretty"
"samivel::pretty";"tony_veller::pretty"
"sammy::pretty";"tony_veller::pretty"
"sam::poor";"sam::satisfied"
"weller::pretty";"weller::serious"
"mary::giving";"sam::giving"
"sammy::extraordinary";"sammy::great"
"sammy::extraordinary";"weller::extraordinary"
"sammy::extraordinary";"weller::great"
"sammy::great";"weller::extraordinary"
"weller::extraordinary";"weller::great"
"sammy::sensible";"weller::sensible"
"sam::appealing";"sam::compassionate"
"sam::comical";"sam::expressive"
"sam::comical";"sam::old"
"sam::comical";"sam::short"
"sam::comical";"sammy::comical"
"sam::comical";"sammy::expressive"
"sam::comical";"sammy::old"
"sam::comical";"sammy::short"
"sam::expressive";"sam::old"
"sam::expressive";"sam::short"
"sam::expressive";"sammy::comical"
"sam::expressive";"sammy::expressive"
"sam::expressive";"sammy::old"
"sam::expressive";"sammy::short"
"sam::old";"sam::short"
"sam::old";"sammy::comical"
"sam::old";"sammy::expressive"
"sam::old";"sammy::short"
"sam::short";"sammy::comical"
"sam::short";"sammy::expressive"
"sam::short";"sammy::old"
"sam::short";"sammy::short"
"sammy::comical";"sammy::expressive"
"sammy::comical";"sammy::old"
"sammy::comical";"sammy::short"
"sammy::expressive";"sammy::old"
"sammy::expressive";"sammy::short"
"sammy::old";"sammy::short"
"sam::old";"sam::poor"
"samivel::good";"wery::good"
"sam::kind";"sammy::kind"
"sam::kind";"weller::kind"
"sam::kind";"wery::kind"
"sammy::kind";"weller::kind"
"sammy::kind";"wery::kind"
"weller::kind";"wery::kind"
"emanuel::young";"sam::young"
"emanuel::young";"stiggins::young"
"sam::old";"samuel::old"
"samuel::old";"stiggins::old"
"stiggins::strange";"weller::strange"
"sammy::old";"stiggins::old"
"arabella::angry";"arabella::little"
"arabella::angry";"arabella::pretty"
"arabella::angry";"pickwick::angry"
"arabella::angry";"pickwick::little"
"arabella::angry";"pickwick::pretty"
"arabella::little";"arabella::pretty"
"arabella::little";"pickwick::angry"
"arabella::little";"pickwick::little"
"arabella::little";"pickwick::pretty"
"arabella::pretty";"pickwick::angry"
"arabella::pretty";"pickwick::little"
"arabella::pretty";"pickwick::pretty"
"pickwick::angry";"pickwick::little"
"pickwick::angry";"pickwick::pretty"
"pickwick::little";"pickwick::pretty"
"bramah::warm";"lowten::warm"
"bramah::great";"lowten::great"
"bramah::great";"pickwick::great"
"lowten::great";"pickwick::great"
"perker::professional";"perker::warm"
"perker::professional";"pickwick::professional"
"perker::professional";"pickwick::warm"
"perker::warm";"pickwick::professional"
"perker::warm";"pickwick::warm"
"pickwick::professional";"pickwick::warm"
"jingle::short";"pickwick::short"
"jingle::forward";"perker::forward"
"jingle::foolish";"pickwick::foolish"
"pickwick::grateful";"trotter::grateful"
"perker::anxious";"perker::disappointed"
"perker::anxious";"pickwick::anxious"
"perker::anxious";"pickwick::disappointed"
"perker::disappointed";"pickwick::anxious"
"perker::disappointed";"pickwick::disappointed"
"pickwick::anxious";"pickwick::disappointed"
"perker::old";"pickwick::old"
"perker::old";"winkle::old"
"lowten::persuasive";"lowten::young"
"lowten::persuasive";"perker::persuasive"
"lowten::persuasive";"perker::young"
"lowten::young";"perker::persuasive"
"lowten::young";"perker::young"
"perker::persuasive";"perker::young"
"dodson::little";"lowten_lowten::little"
"fogg::little";"lowten_lowten::little"
"dodson::ashamed";"fogg::ashamed"
"dodson::ashamed";"pickwick::ashamed"
"fogg::ashamed";"pickwick::ashamed"
"dodson::firm";"fogg::firm"
"dodson::firm";"lowten::firm"
"fogg::firm";"lowten::firm"
"dodson::loud";"pickwick::loud"
"fogg::little";"perker::little"
"fogg::great";"perker::great"
"perker::annoyed";"pickwick::annoyed"
"cornhill::proper";"freeman::proper"
"perker::anxious";"perker::plain"
"fogg::great";"pickwick::great"
"dodson::smart";"fogg::smart"
"dodson::smart";"pickwick::smart"
"fogg::smart";"pickwick::smart"
"lowten::angry";"lowten::laughing"
"lowten::angry";"perker::angry"
"lowten::angry";"perker::laughing"
"lowten::laughing";"perker::angry"
"lowten::laughing";"perker::laughing"
"perker::angry";"perker::laughing"
"perker::complicated";"pickwick::complicated"
"lowten::old";"perker::old"
"lowten::old";"wardle::old"
"perker::old";"wardle::old"
"arabella::great";"pickwick::great"
"arabella::great";"wardle::great"
"pickwick::great";"wardle::great"
"bella::old";"bella::rough"
"wardle::bad";"wardle::plain"
"perker::great";"perker::old"
"pickwick::little";"wardle::little"
"joe::fat";"wardle::fat"
"arabella::short";"george::short"
"emily::fat";"emily::stupid"
"emily::fat";"pickwick::fat"
"emily::fat";"pickwick::stupid"
"emily::stupid";"pickwick::fat"
"emily::stupid";"pickwick::stupid"
"pickwick::fat";"pickwick::stupid"
"arabella::fat";"bella::fat"
"arabella::fat";"emily::fat"
"arabella::fat";"mary::fat"
"arabella::fat";"snodgrass::fat"
"bella::fat";"emily::fat"
"bella::fat";"mary::fat"
"bella::fat";"snodgrass::fat"
"emily::fat";"mary::fat"
"emily::fat";"snodgrass::fat"
"mary::fat";"snodgrass::fat"
"arabella::good";"emily::good"
"arabella::good";"joe::good"
"arabella::good";"snodgrass::good"
"emily::good";"joe::good"
"emily::good";"snodgrass::good"
"joe::good";"snodgrass::good"
"arabella::old";"joe::old"
"arabella::fat";"joe::fat"
"joseph::fat";"joseph::thoughtful"
"joseph::fat";"mary::fat"
"joseph::fat";"mary::thoughtful"
"joseph::thoughtful";"mary::fat"
"joseph::thoughtful";"mary::thoughtful"
"mary::fat";"mary::thoughtful"
"mary::fat";"mary::old"
"mary::fat";"mary::young"
"mary::old";"mary::young"
"snodgrass::cruel";"snodgrass::old"
"snodgrass::cruel";"wardle::cruel"
"snodgrass::cruel";"wardle::old"
"snodgrass::old";"wardle::cruel"
"wardle::cruel";"wardle::old"
"bella_arabella::forward";"ben::forward"
"arabella::embarrassing";"arabella::fat"
"arabella::embarrassing";"arabella::understanding"
"arabella::fat";"arabella::understanding"
"ben_allen::fat";"wardle::fat"
"mary::disturbed";"mary::little"
"arabella::great";"arabella::old"
"arabella::great";"arabella::worthy"
"arabella::great";"snodgrass::great"
"arabella::great";"snodgrass::old"
"arabella::great";"snodgrass::worthy"
"arabella::old";"arabella::worthy"
"arabella::old";"snodgrass::great"
"arabella::old";"snodgrass::old"
"arabella::old";"snodgrass::worthy"
"arabella::worthy";"snodgrass::great"
"arabella::worthy";"snodgrass::old"
"arabella::worthy";"snodgrass::worthy"
"snodgrass::great";"snodgrass::old"
"snodgrass::great";"snodgrass::worthy"
"snodgrass::old";"snodgrass::worthy"
"sam::kind";"samivel::kind"
"sam::kind";"tony_veller::kind"
"samivel::kind";"tony_veller::kind"
"samivel::kind";"weller::kind"
"tony_veller::kind";"weller::kind"
"pell::difficult";"sammy::difficult"
"sam::old";"samivel::old"
"sammy::agreeable";"sammy::good"
"sammy::agreeable";"weller::agreeable"
"sammy::agreeable";"weller::good"
"sammy::agreeable";"wery::agreeable"
"sammy::agreeable";"wery::good"
"sammy::good";"weller::agreeable"
"sammy::good";"wery::agreeable"
"weller::agreeable";"weller::good"
"weller::agreeable";"wery::agreeable"
"weller::agreeable";"wery::good"
"weller::good";"wery::agreeable"
"wery::agreeable";"wery::good"
"sammy::wonderful";"weller::wonderful"
"solomon_pell::fat";"weller::fat"
"abernethy::cold";"solomon_pell::cold"
"abernethy::professional";"solomon_pell::professional"
"pell::friendly";"pell::little"
"pell::private";"pell::professional"
"pell::fine";"weller::fine"
"pell::curious";"weller::curious"
"pell::good";"weller::good"
"pell::eager";"pell::professional"
"sammy::friendly";"weller::friendly"
"pell::mean";"weller::mean"
"pell::fair";"weller::fair"
"pell::agreeable";"weller::agreeable"
"pell::loud";"samivel::loud"
"pell::loud";"samuel_weller::loud"
"samivel::loud";"samuel_weller::loud"
"boffer::little";"frank_simmery::little"
"smith::short";"weller::short"
"pell::hard";"pell::professional"
"pell::hard";"sam::hard"
"pell::hard";"sam::professional"
"pell::professional";"sam::hard"
"pell::professional";"sam::professional"
"sam::hard";"sam::professional"
"mary::alone";"mary::thinking"
"mary::alone";"mary::young"
"mary::alone";"pickwick::alone"
"mary::alone";"pickwick::thinking"
"mary::alone";"pickwick::young"
"mary::alone";"samuel_weller::alone"
"mary::alone";"samuel_weller::thinking"
"mary::alone";"samuel_weller::young"
"mary::alone";"samuel::alone"
"mary::alone";"samuel::thinking"
"mary::alone";"samuel::young"
"mary::thinking";"mary::young"
"mary::thinking";"pickwick::alone"
"mary::thinking";"pickwick::thinking"
"mary::thinking";"pickwick::young"
"mary::thinking";"samuel_weller::alone"
"mary::thinking";"samuel_weller::thinking"
"mary::thinking";"samuel_weller::young"
"mary::thinking";"samuel::alone"
"mary::thinking";"samuel::thinking"
"mary::thinking";"samuel::young"
"mary::young";"pickwick::alone"
"mary::young";"pickwick::thinking"
"mary::young";"pickwick::young"
"mary::young";"samuel_weller::alone"
"mary::young";"samuel_weller::thinking"
"mary::young";"samuel::alone"
"mary::young";"samuel::thinking"
"mary::young";"samuel::young"
"pickwick::alone";"pickwick::thinking"
"pickwick::alone";"pickwick::young"
"pickwick::alone";"samuel_weller::alone"
"pickwick::alone";"samuel_weller::thinking"
"pickwick::alone";"samuel_weller::young"
"pickwick::alone";"samuel::alone"
"pickwick::alone";"samuel::thinking"
"pickwick::alone";"samuel::young"
"pickwick::thinking";"pickwick::young"
"pickwick::thinking";"samuel_weller::alone"
"pickwick::thinking";"samuel_weller::thinking"
"pickwick::thinking";"samuel_weller::young"
"pickwick::thinking";"samuel::alone"
"pickwick::thinking";"samuel::thinking"
"pickwick::thinking";"samuel::young"
"pickwick::young";"samuel_weller::alone"
"pickwick::young";"samuel_weller::thinking"
"pickwick::young";"samuel_weller::young"
"pickwick::young";"samuel::alone"
"pickwick::young";"samuel::thinking"
"pickwick::young";"samuel::young"
"samuel_weller::alone";"samuel_weller::thinking"
"samuel_weller::alone";"samuel_weller::young"
"samuel_weller::alone";"samuel::alone"
"samuel_weller::alone";"samuel::thinking"
"samuel_weller::alone";"samuel::young"
"samuel_weller::thinking";"samuel_weller::young"
"samuel_weller::thinking";"samuel::alone"
"samuel_weller::thinking";"samuel::thinking"
"samuel_weller::thinking";"samuel::young"
"samuel_weller::young";"samuel::alone"
"samuel_weller::young";"samuel::thinking"
"samuel_weller::young";"samuel::young"
"samuel::alone";"samuel::thinking"
"samuel::alone";"samuel::young"
"samuel::thinking";"samuel::young"
"pickwick::lonely";"pickwick::old"
"pickwick::happy";"pickwick::well"
"sam::ashamed";"samivel::ashamed"
"sam::great";"weller::short"
"sam::short";"weller::great"
"weller::great";"weller::short"
"pickwick::wise";"weller::wise"
"pickwick::young";"samivel_veller::young"
"weller::careful";"wery::careful"
"weller::decent";"weller::little"
"mary::great";"pickwick::great"
"mary::great";"weller::great"
"pickwick::impressive";"sam::impressive"
"pickwick::impressive";"samivel::impressive"
"pickwick::impressive";"weller::impressive"
"sam::impressive";"samivel::impressive"
"sam::impressive";"weller::impressive"
"samivel::impressive";"weller::impressive"
"pickwick::#-blind";"pickwick::friendly"
"pickwick::#-blind";"sam::#-blind"
"pickwick::#-blind";"sam::friendly"
"pickwick::#-blind";"winkle::#-blind"
"pickwick::#-blind";"winkle::friendly"
"pickwick::friendly";"sam::#-blind"
"pickwick::friendly";"sam::friendly"
"pickwick::friendly";"winkle::#-blind"
"pickwick::friendly";"winkle::friendly"
"sam::#-blind";"sam::friendly"
"sam::#-blind";"winkle::#-blind"
"sam::#-blind";"winkle::friendly"
"sam::friendly";"winkle::#-blind"
"sam::friendly";"winkle::friendly"
"winkle::#-blind";"winkle::friendly"
"sam_veller::good";"sam_veller::old"
"arabella::old";"nathaniel_winkle::old"
"arabella::alone";"arabella::inexperienced"
"arabella::alone";"arabella::young"
"arabella::inexperienced";"arabella::young"
"winkle::little";"winkle::strong"
"winklesr::old";"winklesr::straightforward"
"belle_sauvage::fat";"emily_wardle::fat"
"belle_sauvage::fat";"sam::fat"
"emily_wardle::fat";"sam::fat"
"joe::pretty";"mary::pretty"
"weller::fat";"weller::harmless"
"pickwick::happy";"sam_weller::happy"
"pickwick::happy";"winkle::happy"
"sam_weller::happy";"winkle::happy"
"hereupon::great";"trundle::great"
"pickwick::poor";"wardle::poor"
"mary::smart";"pickwick::smart"
"mary::smart";"sam::smart"
"pickwick::smart";"sam::smart"
"ben_allen::gorgeous";"bob_sawyer::gorgeous"
"ben_allen::gorgeous";"pickwick::gorgeous"
"ben_allen::gorgeous";"sam_weller::gorgeous"
"ben_allen::gorgeous";"tupman::gorgeous"
"bob_sawyer::gorgeous";"pickwick::gorgeous"
"bob_sawyer::gorgeous";"sam_weller::gorgeous"
"bob_sawyer::gorgeous";"tupman::gorgeous"
"pickwick::gorgeous";"sam_weller::gorgeous"
"pickwick::gorgeous";"tupman::gorgeous"
"sam_weller::gorgeous";"tupman::gorgeous"
"perker::little";"winkles::little"
"pickwick::little";"winkles::little"
"lady_tollimglower::old";"sam::old"
"lady_tollimglower::old";"wardle::old"
"sam::old";"wardle::old"
"mary::old";"pickwick::old"
"mary::old";"weller::old"
"pickwick::famous";"sam_weller::famous"
"pickwick::famous";"sam_weller::great"
"pickwick::great";"sam_weller::famous"
"pickwick::great";"sam_weller::great"
"sam_weller::famous";"sam_weller::great"
"snodgrass::troubled";"trundle::troubled"
"snodgrass::troubled";"winkle::troubled"
"trundle::troubled";"winkle::troubled"
"sam::faithful";"wardle::faithful"
