"abstract" "accomplished" "accurate" "active" "adventurous" "affected" "affectionate" "agreeable" "amiable" "anxious" "aristocratic" "awkward" "bashful" "benevolent" "bitter" "bold" "bright" "brisk" "brutal" "buoyant" "calm" "capable" "careful" "careless" "cautious" "certain" "charitable" "cheerful" "childish" "civil" "clever" "coarse" "cold" "communicative" "complicated" "complimentary" "confident" "confused" "considerate" "constant" "conventional" "cool" "cordial" "courteous" "crafty" "cruel" "cunning" "curious" "dainty" "deep" "dependent" "determined" "devilish" "direct" "disdainful" "dissatisfied" "distant" "dull" "eager" "earnest" "elegant" "emphatic" "energetic" "enthusiastic" "envious" "exact" "excessive" "excitable" "expressive" "extravagant" "faithful" "fastidious" "fearful" "feminine" "fervent" "fierce" "fiery" "firm" "flighty" "foolish" "friendly" "frugal" "gallant" "generous" "genteel" "gentle" "gloomy" "graceful" "gracious" "greedy" "gruff" "harsh" "hasty" "headlong" "heartless" "hearty" "honest" "humble" "humorous" "ignorant" "immovable" "impatient" "impetuous" "inconsiderate" "independent" "indifferent" "ingenious" "injudicious" "insolent" "intense" "intimate" "intricate" "irritable" "jealous" "juvenile" "kind" "kindly" "languid" "lazy" "literary" "live" "lively" "loud" "malicious" "manly" "maternal" "melodramatic" "merry" "mild" "moderate" "modest" "moral" "musical" "narrow" "natural" "nervous" "noisy" "obliging" "original" "particular" "passionate" "patient" "peaceful" "peevish" "philosophical" "playful" "pleasant" "polite" "precise" "profound" "prompt" "proper" "proud" "prudent" "punctual" "quick" "quiet" "rash" "reasonable" "reckless" "religious" "respectful" "responsible" "restless" "rigid" "rough" "rugged" "sarcastic" "scrupulous" "selfish" "sentimental" "serious" "severe" "silent" "simple" "sincere" "slow" "sluggish" "smart" "solemn" "speedy" "spirited" "sprightly" "stable" "steady" "stern" "straightforward" "strict" "sullen" "suspicious" "talkative" "tender" "thorough" "thoughtful" "thoughtless" "tight" "timid" "treacherous" "uncouth" "unmanly" "unvarying" "vague" "vain" "vigorous" "violent" "vivid" "warm" "wily" "worldly" "verbal" "wild" "wise" "zealous"
"pleasant" 1 0 1 0 1 3 3 9 0 8 1 2 0 1 4 3 5 1 1 1 1 1 2 0 0 8 1 5 1 1 0 2 6 0 1 0 0 0 1 3 1 2 1 0 2 1 0 2 0 12 1 1 0 2 0 1 2 6 6 1 1 2 1 1 1 0 0 0 2 0 1 1 1 0 3 2 1 0 1 1 3 1 1 1 2 9 2 2 3 2 0 2 1 1 0 1 3 7 2 2 1 2 0 0 0 0 2 0 0 0 1 1 1 4 1 9 2 0 1 0 2 0 7 0 1 1 1 2 3 0 1 3 0 2 8 1 3 0 6 8 1 1 2 0 0 0 0 2 1 3 0 2 8 0 3 4 12 0 1 0 2 1 0 1 1 3 1 0 2 0 0 3 2 4 1 1 6 2 3 4 0 2 1 0 2 2 0 2 1 1 0 0 2 2 0 3 0 1 2 1 0 0 3 0 7 1 7 0 1 0 3 3 0
"polite" 2 0 0 1 0 1 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 2 2 0 0 0 2 2 0 0 0 0 0 0 2 0 0 1 0 0 2 0 1 0 2 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 3 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0
"precise" 0 0 1 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 1 1 0 1 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0
"profound" 0 1 0 1 1 2 3 1 0 4 0 0 1 0 0 1 1 1 1 0 0 0 0 0 1 8 0 4 0 1 0 1 0 0 1 0 2 0 0 2 0 1 0 1 0 0 0 1 0 3 0 1 1 0 0 1 1 4 1 0 2 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 2 2 1 0 0 1 1 2 0 0 1 0 1 0 1 0 3 2 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 3 0 0 0 0 1 1 1 1 1 0 3 4 2 0 0 4 3 1 1 0 0 0 0 3 1 0 0 1 2 2 0 0 2 3 1 0 0 1 2 0 1 1 1 0 0 0 1 0 3 2 2 1 2 2 0 3 1 0 1 1 1 2 0 0 2 0 0 0 3 0 1 1 2 0 0 1 0 0 0 2 0 5 0 3 0 1 0 2 2 0
"prompt" 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 2 0 1 0 0 1 0 2 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 1 0 0 0 0 0 0
"proper" 0 0 0 2 0 0 2 3 3 3 1 2 0 0 2 2 2 0 2 0 0 0 1 3 0 8 0 3 0 1 3 0 6 0 0 0 0 0 0 2 0 1 0 1 0 2 0 2 0 1 2 1 0 1 1 1 0 2 1 2 1 2 1 1 0 0 2 0 1 0 1 0 1 0 0 1 0 1 0 0 1 1 0 0 4 0 0 1 2 0 0 0 2 1 0 0 2 1 0 3 1 2 0 0 2 0 1 1 2 0 0 1 0 5 1 1 0 0 0 0 1 4 3 0 0 1 0 0 0 1 0 3 0 1 5 2 0 0 1 5 1 1 0 0 0 2 2 0 1 2 0 0 2 1 1 1 3 0 3 0 2 2 1 0 1 4 0 1 1 1 0 7 1 0 0 0 2 0 1 1 0 2 1 0 1 0 2 1 2 0 0 0 0 0 1 0 0 0 0 2 1 0 0 0 4 0 4 0 1 1 3 1 0
"proud" 1 1 0 0 0 1 2 3 1 7 0 3 0 0 1 0 2 1 0 0 1 1 1 0 1 5 0 3 0 1 1 1 1 0 0 1 0 2 0 3 1 2 0 1 0 3 1 1 0 6 1 0 0 0 0 0 2 1 0 2 2 0 0 0 0 0 1 1 1 0 3 0 0 0 0 0 2 1 0 3 2 1 1 2 0 5 1 0 3 0 0 1 3 0 0 0 4 3 0 2 1 1 1 1 1 0 1 0 0 1 1 0 1 4 0 4 0 1 0 1 0 2 0 1 0 0 0 1 2 0 1 2 0 2 3 2 0 0 3 7 0 0 2 1 0 0 8 2 0 2 0 2 0 0 3 1 1 0 0 0 0 0 0 1 2 0 0 0 1 3 1 8 0 5 2 1 3 0 0 3 0 1 1 0 0 0 1 1 0 1 0 1 0 2 1 1 0 1 0 1 0 1 2 1 8 0 4 0 3 1 2 0 0
"prudent" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 1
"punctual" 1 0 1 0 0 0 1 0 0 2 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 2 1 1 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 2 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 3 1 1 0 0 1 3 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0 3 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 2 0 0 1 0 0 0
"quick" 0 0 0 2 0 0 0 2 3 4 0 0 0 0 0 0 3 1 0 1 1 0 2 0 0 2 1 2 0 0 1 2 5 0 0 0 0 1 0 3 0 0 0 0 1 0 2 1 1 5 1 0 1 0 1 0 0 2 2 2 1 1 0 0 0 0 0 1 1 0 2 0 2 1 0 0 1 1 1 0 2 0 2 0 0 2 1 1 0 0 0 3 2 1 0 1 2 1 1 0 0 3 2 0 0 0 0 0 0 2 0 1 1 1 0 3 0 0 1 0 0 0 3 0 2 0 0 2 0 0 1 1 0 0 2 2 1 0 2 5 0 1 1 0 2 1 4 0 0 2 0 1 1 0 0 0 3 1 1 0 0 0 0 2 0 2 0 1 1 1 0 1 3 2 0 1 2 1 0 1 0 2 0 1 3 1 0 2 0 0 0 0 0 1 1 0 0 0 2 0 0 1 1 1 3 0 1 0 0 0 3 1 0
"quiet" 0 0 1 3 1 2 3 4 2 7 1 4 0 0 3 3 7 3 1 0 2 1 2 2 1 12 2 7 4 1 0 1 10 0 1 0 2 1 0 3 1 1 1 1 0 3 1 1 1 4 0 1 2 1 1 0 4 6 3 6 1 0 0 1 1 2 1 0 2 0 3 1 1 0 1 2 1 2 2 3 2 0 1 1 2 4 3 2 1 0 0 3 4 1 1 2 3 3 0 3 3 5 0 0 0 2 3 0 2 2 1 0 1 4 0 7 1 0 0 0 2 1 10 1 0 0 1 2 1 1 0 2 0 1 11 1 2 0 3 4 0 2 3 0 0 0 12 2 1 3 1 3 1 1 2 3 0 0 0 0 0 2 2 2 1 4 0 2 1 1 0 2 4 6 2 1 5 1 2 2 1 3 0 2 2 1 0 1 1 1 0 1 2 0 2 1 4 2 0 1 0 4 2 0 3 2 7 0 1 0 8 1 1
"rash" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0
"reasonable" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 1 2 1 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 3 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 1
"reckless" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 1 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
"religious" 0 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0 1 0 0 0 1 0 0 0 2 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
"respectful" 0 0 0 2 0 0 0 2 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 2 0 2 0 2 0 1 2 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 2 2 1 0 0 0 0 0 1 0 2 0 1 0 0 0 0 0 0 2 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 2 0 0 0 0 1 1 3 0 0 1 0 0 0 1 0 0 0 0 1 1 1 0 0 2 0 0 0 0 0 0 1 1 1 2 0 2 0 0 0 0 2 0 0 0 1 0 0 0 0 2 0 1 0 0 0 1 1 2 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0
"responsible" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0
"restless" 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 1 3 0 1 1 1 2 0 1 0 0 0 1 2 0 0 0 1 0 0 2 1 1 0 0 1 0 1 1 0 2 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 1 1 0 0 1 0 2 0 0 0 1 0 0 1 0 0 3 0 0 1 2 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 3 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 2 2 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 3 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 2 0 0
"rigid" 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0 2 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 2 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 5 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 0
"rough" 0 0 0 1 0 0 2 1 4 1 0 0 1 0 1 1 2 0 0 0 3 1 0 1 0 3 0 0 1 0 1 1 4 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 2 0 2 2 1 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 0 0 1 0 3 3 1 2 0 0 0 1 2 1 0 0 1 3 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 0 1 4 1 0 0 0 2 0 0 1 1 0 1 6 1 0 0 2 1 0 1 2 0 0 0 3 0 1 1 0 4 0 0 0 2 4 0 1 0 1 2 0 1 1 0 0 1 0 0 0 2 2 1 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 2 2 0 0 0 4 0 0
"rugged" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 1 0 1 1 0 1 0 0 0 2 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 2 1 1 0 1 0 0
"sarcastic" 0 0 0 2 0 0 0 0 0 2 0 2 0 0 1 0 1 0 0 0 1 0 0 0 0 2 0 3 0 0 0 0 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 1 0 0 1 0 0 1 1 0 1 1 1 1 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0
"scrupulous" 0 1 1 0 0 0 1 2 1 1 1 0 0 0 1 0 2 0 0 0 0 0 2 0 0 1 0 1 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 2 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 2 1 0 0 0 1 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 2 0 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0
"selfish" 0 0 0 0 0 0 1 0 0 5 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 3 1 1 0 0 0 1 4 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 2 2 0 0 1 0 0 0 0 0 0 0 3 1 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 3 0 0 0 2 0 0 0 0 0 1 1 1 3 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 5 0 1 0 0 0 0 1 0
"sentimental" 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"serious" 1 0 0 1 0 0 1 1 1 6 1 1 0 0 2 2 4 0 0 0 0 2 1 2 0 11 0 1 0 2 2 0 2 0 0 1 0 2 1 2 0 0 0 1 0 1 2 1 0 1 0 0 1 1 1 1 0 1 1 2 2 1 2 0 0 1 1 1 1 0 0 0 0 0 1 0 0 1 0 3 1 0 1 0 4 1 0 0 3 0 0 1 2 0 0 0 0 2 0 0 1 1 0 1 1 2 0 0 2 0 0 0 0 3 0 2 0 0 0 0 1 2 3 2 0 0 1 0 1 1 1 2 1 1 5 2 1 0 3 8 0 3 0 1 0 0 3 1 0 3 1 7 8 0 3 1 2 1 2 0 1 1 0 1 0 2 0 0 2 1 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 1 3 0 0 1 0 0 2 3 1 5 0 2 0 0 2 1 1 0
"severe" 0 0 0 3 0 0 0 1 2 2 0 0 1 0 0 0 2 1 0 0 2 1 1 0 0 4 0 1 0 0 1 2 6 0 0 1 0 1 2 1 0 0 0 0 1 0 0 2 0 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 2 3 2 0 0 0 1 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 3 0 0 0 0 0 2 6 1 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 1 0 1 2 0 0 0 2 0 0 2 0 1 0 0 0 3 4 0 0 0 0 1 1 0 0 2 0 1 0 0 0 1 0 1 0 1 1 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 0 2 1 0 3 0 1 0 0 0 1 0 0
"silent" 1 0 1 1 1 1 3 4 2 3 1 2 0 0 2 1 7 1 0 1 3 2 1 4 1 5 0 6 1 0 1 4 8 0 1 0 1 2 0 0 1 2 0 0 2 2 3 2 0 6 1 0 1 0 1 1 2 7 3 4 3 0 0 1 1 1 1 1 2 1 2 0 3 1 1 1 3 2 0 4 2 0 3 1 1 4 4 1 0 0 0 3 4 0 0 4 8 1 0 1 1 3 0 2 1 3 1 1 2 2 0 0 0 2 0 2 1 1 0 0 1 1 8 0 2 0 1 2 0 1 0 1 1 2 6 1 3 0 5 9 0 0 1 1 1 0 4 3 2 2 1 0 5 1 1 2 6 0 0 1 0 2 0 3 5 1 1 1 2 2 0 0 1 0 2 1 5 1 3 2 0 3 0 1 2 4 0 1 0 0 0 0 2 2 1 2 1 1 0 1 1 3 1 0 12 1 4 0 0 1 6 1 0
"simple" 2 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 1 1 0 0 1 1 2 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 2 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 2 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 4 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 1 0 1 2 1 0 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 2 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 2 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 2 1 0 0 1
"sincere" 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 2 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
