"" "accomplished" "active" "affectionate" "afraid" "agreeable" "alone" "amazing" "amusing" "angry" "anxious" "ashamed" "attentive" "attractive" "average" "awake" "awful" "awkward" "bad" "beautiful" "bitter" "bold" "bright" "brilliant" "busy" "calm" "capable" "careless" "caring" "certain" "charming" "cheap" "cheerful" "clean" "clever" "cold" "comfortable" "conceited" "concerned" "confident" "confused" "conscientious" "consistent" "cool" "critical" "cruel" "curious" "dangerous" "decent" "delighted" "delightful" "demanding" "desirable" "determined" "difficult" "direct" "disappointed" "disgusting" "disrespectful" "distinguished" "disturbed" "eager" "embarrassed" "embarrassing" "employed" "encouraged" "encouraging" "evil" "excellent" "excited" "exhausted" "experienced" "extraordinary" "fair" "faithful" "familiar" "famous" "fine" "firm" "foolish" "fortunate" "forward" "friendly" "frightening" "furious" "generous" "gentle" "genuine" "giving" "glad" "good" "good-looking" "good-natured" "graceful" "gracious" "grateful" "great" "greedy" "handsome" "happy" "hard" "harmless" "helpless" "honest" "hopeful" "ignorant" "impatient" "important" "independent" "innocent" "intellectual" "intelligent" "interested" "interesting" "involved" "irritable" "irritated" "irritating" "jealous" "joyful" "kind" "kind-hearted" "laughing" "liberal" "little" "lively" "lonely" "loud" "lovely" "loving" "lucky" "mature" "mean" "modest" "narrow-minded" "natural" "neat" "neglected" "nice" "noisy" "old" "old-fashioned" "open" "ordinary" "original" "overrated" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "positive" "pretty" "private" "productive" "prompt" "proper" "proud" "quiet" "reasonable" "religious" "remarkable" "respectable" "respected" "respectful" "rich" "ridiculous" "romantic" "rude" "rushed" "sad" "satisfied" "secure" "self-assured" "selfish" "sensible" "sentimental" "serious" "shallow" "short" "shy" "sincere" "smart" "social" "strange" "strict" "strong" "stubborn" "stupid" "successful" "surprised" "sweet" "sympathetic" "tall" "terrific" "thankful" "thin" "thinking" "thorough" "thoughtless" "tired" "traditional" "troubled" "trusted" "trusting" "uncomfortable" "understanding" "unfriendly" "ungraceful" "unhappy" "unreasonable" "unusual" "useful" "valuable" "violent" "warm" "wealthy" "well" "well-known" "wise" "wonderful" "worthy" "young" "youthful"
"respected" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 2 0
"respectful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"rich" 0 0 1 1 2 2 0 0 1 2 1 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 2 4 0 0 0 2 0 0 0 1 1 1 1 1 4 0 0 1 0 1 5 0 1 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 5 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 3 0 1 0 0 1 1 0 0 3 0 2 0 0 1 2 3 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 2 1 0 0 1 0 2 0 3 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 4 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 6 1 0 0 1 4 0
"ridiculous" 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"romantic" 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1
"rude" 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 2 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"rushed" 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 2 0 1 0 0 0 0 1 1 1 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"sad" 0 0 1 0 1 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 1 3 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 2 1 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 2 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 2 1
"satisfied" 0 0 5 2 2 1 0 1 0 2 3 0 1 1 0 0 0 0 2 0 0 0 0 0 0 1 1 0 1 6 1 1 0 2 2 0 1 1 1 0 0 0 0 0 0 0 0 1 4 3 1 0 1 0 0 1 0 0 1 0 3 0 1 0 0 0 0 2 0 0 1 0 3 1 0 1 2 0 1 2 3 1 0 0 2 2 2 2 3 9 1 2 1 0 1 6 0 3 3 1 0 0 2 1 1 1 0 0 0 0 0 2 1 0 0 0 0 1 1 5 0 1 0 10 0 0 0 1 0 1 1 2 0 0 1 0 0 0 0 3 0 3 0 1 0 0 0 0 2 2 2 1 3 0 3 2 0 0 2 1 0 2 0 0 1 0 0 2 0 0 0 0 0 0 0 1 1 1 0 0 0 2 1 0 0 0 1 1 2 0 2 0 0 4 0 0 0 0 0 2 0 0 2 0 0 1 0 2 1 0 0 0 0 0 1 0 0 3 0 9 1 0 0 1 11 1
"secure" 0 0 2 0 0 5 0 0 2 1 1 1 0 0 0 0 0 2 1 0 0 0 1 1 0 0 1 0 0 2 0 2 1 1 3 1 0 2 0 0 0 0 0 0 0 0 0 1 2 2 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 2 0 0 0 0 1 0 1 3 6 0 1 1 0 0 5 0 1 3 1 0 0 2 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 3 1 0 0 4 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 4 0 2 0 0 0 1 0 0 1 1 2 1 2 0 3 1 0 0 2 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 6 0 1 0 0 2 0 1 0 1 0 3 0 0 0 0 1 0 4 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 8 0 0 1 0 4 0
"self-assured" 0 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1
"selfish" 0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 1 0 0 0 0 2 1 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 2 0 0 0 0 1 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 0 1 0 1 0 2 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 0 0 1 0 1 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"sensible" 0 0 4 0 0 3 0 0 1 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 1 2 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 2 0 3 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 2 0 2 1 0 0 1 0 1 1 5 6 1 0 0 0 1 3 0 0 4 2 1 1 1 1 2 0 1 1 0 0 1 0 1 1 0 0 0 0 1 3 0 0 0 5 1 0 1 0 0 1 1 1 0 0 1 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 2 0 4 1 2 0 0 0 1 0 1 2 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 2 0 0 0 0 2 0 0 0 2 0 0 2 0 0 1 0 0 2 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 3 0 7 1 1 0 0 3 0
"sentimental" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
"serious" 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 2 0 0 2 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 2 0 0 0 0 0 1 0 1 2 0 0 1 0 0 0 1 0 0 1 0 0 0 4 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 4 0 0 0 1 0 0
"shallow" 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0
"short" 0 0 6 4 6 4 1 1 2 6 5 1 0 2 0 1 0 5 3 0 1 2 1 1 1 2 3 0 4 6 1 3 0 2 4 4 0 5 0 0 1 0 0 0 0 0 1 2 3 7 1 0 3 0 1 5 0 1 2 1 2 2 0 1 1 0 6 4 2 1 1 1 4 3 0 3 8 0 1 0 4 0 1 0 0 4 0 8 9 20 0 4 0 2 2 21 0 6 13 1 0 0 3 0 0 3 2 1 0 0 0 0 2 2 1 0 0 2 1 14 1 1 0 22 2 1 4 0 0 1 0 5 1 0 3 1 0 0 0 12 2 8 1 0 1 1 3 1 4 2 3 1 12 4 6 4 1 1 2 0 3 0 0 3 2 1 1 3 0 1 1 1 2 2 6 1 2 2 0 4 0 0 0 4 0 1 7 0 4 0 3 1 7 3 0 1 0 1 0 8 1 1 4 0 0 0 1 3 4 0 1 1 1 1 1 2 2 0 2 23 0 0 0 2 15 2
"shy" 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
"sincere" 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 1 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 2 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 2 0 1 1 2 0 0 0 0 1 2 0 0 3 0 1 0 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 2 1 3 0 0 0 3 3 0 0 0 0 0 0 2 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 0 1 1 0 2 1 3 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 4 0 0 0 1 1 0 0 1 0 1 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 3 0
"smart" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 2 1 1 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 2 0
"social" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"strange" 1 0 3 1 1 5 1 0 2 3 0 0 0 0 1 1 1 1 0 1 0 1 0 1 2 1 1 0 1 0 0 2 1 0 5 3 0 2 0 1 0 0 0 0 0 1 0 0 0 2 1 1 2 1 1 3 0 0 2 2 2 0 0 0 1 1 3 1 1 0 0 1 2 1 0 0 2 0 2 0 4 0 1 0 0 0 0 3 5 10 1 0 0 1 1 12 0 2 5 2 1 1 2 0 0 0 1 2 1 0 0 0 0 1 1 0 1 3 1 4 0 0 1 11 1 1 1 1 0 1 0 2 0 0 2 0 1 1 1 5 1 3 0 0 0 0 1 0 0 1 2 1 9 3 4 2 1 0 1 0 2 1 1 2 1 0 0 1 0 1 1 1 1 1 2 0 1 2 0 1 0 7 0 1 1 0 0 0 4 2 2 1 0 2 0 0 1 0 1 5 0 0 2 0 0 1 0 1 1 1 0 2 0 2 1 0 4 1 1 12 3 1 3 0 5 1
"strict" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0
"strong" 1 0 2 4 1 1 1 0 0 1 1 1 0 0 0 0 1 1 2 0 0 0 0 1 0 0 2 0 0 2 0 1 1 0 3 0 0 1 0 0 0 0 1 0 0 0 0 0 2 3 0 0 3 1 1 2 1 0 0 1 2 0 0 0 0 0 0 2 2 0 0 1 1 0 1 0 1 0 0 1 3 0 0 0 1 0 0 0 2 9 1 0 0 0 0 7 0 2 4 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 2 0 3 0 1 0 7 0 0 1 0 1 1 0 1 0 0 1 0 1 0 1 2 0 0 0 0 0 0 1 0 1 1 1 2 4 0 4 2 0 0 2 0 1 0 0 1 2 0 0 0 0 0 0 0 0 2 1 0 1 0 0 0 1 4 0 0 1 0 4 0 0 1 1 0 1 2 0 0 0 1 1 2 0 0 3 0 0 1 0 2 1 0 0 2 0 0 1 1 0 2 1 8 0 0 1 1 6 0
"stubborn" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 2 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 2 0
"stupid" 1 0 2 2 0 1 0 1 0 0 3 0 0 1 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 3 1 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 2 0 1 0 0 1 0 0 0 0 1 1 3 5 2 1 0 0 0 4 0 1 2 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 3 0 0 0 5 0 0 0 0 0 0 1 3 0 0 2 0 1 1 1 2 0 2 0 0 0 0 1 0 1 1 1 0 4 0 1 0 0 0 2 1 0 1 0 1 1 0 1 1 0 0 1 0 0 2 1 1 0 2 0 2 0 3 0 0 1 0 2 0 1 1 0 0 1 0 0 0 0 0 1 3 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 6 0 1 1 0 4 1
"successful" 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0
"surprised" 0 0 0 4 2 6 0 0 3 5 4 0 0 0 1 2 0 1 3 1 0 2 0 0 0 2 0 0 1 3 0 0 1 1 1 2 0 1 1 0 0 0 0 1 1 0 0 1 2 5 0 0 4 1 1 1 1 1 0 0 1 0 0 1 0 0 1 1 0 1 0 4 1 2 0 0 8 1 0 0 2 1 0 0 0 0 0 1 6 13 0 1 1 0 0 11 0 6 6 3 0 0 0 0 1 1 0 1 0 0 1 2 2 1 0 1 0 0 0 8 0 1 0 9 2 0 0 0 0 0 0 5 1 0 2 0 0 1 0 3 1 6 1 0 0 1 3 0 2 2 3 0 4 1 5 1 0 1 3 1 1 2 0 1 1 1 0 0 1 0 0 1 1 0 3 0 1 0 1 1 1 7 0 2 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0 0 1 0 1 1 0 2 2 0 0 1 0 0 0 1 0 1 0 11 0 1 0 0 10 0
