"" "accomplished" "active" "affectionate" "afraid" "agreeable" "alone" "ambitious" "amusing" "angry" "anxious" "artificial" "ashamed" "attentive" "attractive" "awake" "awful" "awkward" "bad" "beautiful" "blind" "bold" "brave" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "caring" "cautious" "certain" "charming" "cheap" "cheerful" "clever" "clumsy" "cold" "comfortable" "compassionate" "compatible" "conceited" "concerned" "confident" "confused" "consistent" "cool" "courteous" "critical" "cruel" "curious" "dangerous" "daring" "decent" "delighted" "delightful" "dependent" "desirable" "determined" "devoted" "difficult" "direct" "disabled" "disappointed" "disgusting" "disrespectful" "distinguished" "disturbed" "eager" "educated" "embarrassed" "employed" "encouraged" "encouraging" "entertaining" "evil" "excellent" "excited" "experienced" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fat" "fine" "firm" "foolish" "fortunate" "forward" "friendly" "generous" "gentle" "gifted" "giving" "glad" "good" "good-looking" "good-natured" "graceful" "grateful" "great" "handsome" "happy" "hard" "healthy" "helpless" "honest" "ignorant" "impatient" "important" "indecisive" "independent" "intelligent" "interested" "interesting" "involved" "irrational" "irritable" "jealous" "kind" "kind-hearted" "laughing" "liberal" "little" "lively" "lovely" "loving" "lucky" "mature" "mean" "modest" "natural" "neat" "negative" "neglected" "nervous" "nice" "noisy" "observant" "offensive" "old" "old-fashioned" "open" "original" "pathetic" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "pretty" "private" "prompt" "proper" "prosperous" "proud" "quiet" "reasonable" "religious" "remarkable" "respectable" "respected" "responsible" "rich" "romantic" "rough" "rushed" "sad" "satisfied" "secure" "selfish" "sensible" "sentimental" "serious" "short" "shy" "sincere" "slender" "social" "spoiled" "spontaneous" "strange" "strict" "strong" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "tall" "thankful" "thin" "thinking" "thorough" "thoughtful" "thoughtless" "tired" "trusted" "trusting" "uncomfortable" "understanding" "unemployed" "unhappy" "unlucky" "unreasonable" "unusual" "upset" "useful" "valuable" "violent" "warm" "weak" "wealthy" "well" "wise" "wonderful" "worthy" "young" "smart" "well-known" "youthful"
"natural" 1 1 0 2 6 5 0 0 2 2 0 2 1 0 0 0 0 2 1 0 0 0 2 1 1 2 2 0 1 0 2 6 1 0 1 1 1 3 2 0 0 0 0 2 0 0 0 0 0 2 0 4 0 1 3 0 2 3 3 1 2 0 1 3 0 0 2 0 2 0 0 2 1 1 1 3 2 2 0 0 0 2 0 0 0 1 3 0 2 0 3 1 1 1 2 4 3 13 0 0 1 1 13 3 8 2 0 0 0 2 1 3 0 1 0 0 1 1 0 0 0 5 0 2 0 16 0 2 0 2 1 2 1 0 0 1 0 2 2 0 1 0 5 0 7 0 0 1 0 0 2 5 2 1 8 0 0 2 5 0 0 2 1 2 3 0 0 1 0 0 1 4 0 2 1 2 5 2 2 5 0 4 5 0 1 1 0 0 1 0 0 5 0 0 2 3 2 1 0 1 1 7 0 2 0 0 1 1 0 4 0 0 0 0 0 0 1 1 1 3 0 0 5 1 0 1 9 0 0 0
"neat" 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 2 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 1 2 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0
"negative" 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"neglected" 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
"nervous" 0 0 0 1 1 2 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 2 0 0 0 0 3 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0
"nice" 0 0 0 1 3 2 0 0 0 3 1 2 0 0 1 1 1 2 2 0 0 0 1 1 0 0 2 0 1 0 0 0 2 0 1 1 0 0 1 0 0 0 0 2 0 1 0 0 0 0 0 2 0 1 1 0 1 2 2 0 1 0 0 2 0 0 1 0 2 0 1 1 0 1 0 1 3 1 0 0 0 1 0 0 0 0 4 0 1 0 1 1 0 1 0 3 3 7 0 0 0 0 5 2 7 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 3 0 0 0 9 1 1 0 1 0 2 0 2 1 1 1 0 0 0 2 0 2 0 1 0 0 0 3 0 2 0 2 0 4 0 0 1 4 1 0 1 0 1 1 0 0 0 1 0 0 2 1 2 0 0 2 2 1 2 0 1 4 0 0 0 0 0 0 0 0 2 0 0 1 1 1 0 1 0 0 1 0 0 0 3 0 0 0 4 0 1 1 0 0 0 0 0 0 2 0 0 6 0 1 2 7 0 0 0
"noisy" 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
"observant" 0 0 0 0 2 2 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 2 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 1 0 0 1 1 0 1 1 0 1 0 2 0 0 0 1 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 3 0 1 0 0 0 0 1 0 1 1 0 0 3 0 0 1 2 0 0 0
"offensive" 0 0 0 2 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0
"old" 1 2 2 4 10 6 1 1 1 3 1 3 3 1 0 0 1 5 2 0 0 1 3 0 2 2 2 3 1 0 2 5 0 0 3 1 0 3 7 1 1 0 1 0 0 2 4 0 1 2 0 1 1 2 7 3 0 2 7 0 2 0 0 1 1 0 0 1 4 2 1 2 1 1 2 5 8 4 0 0 5 7 0 0 1 2 6 0 0 1 7 2 0 4 1 4 10 24 0 1 1 0 20 6 15 2 0 1 1 1 1 1 0 1 3 2 6 2 0 1 2 4 0 1 2 26 2 2 0 2 0 8 2 5 2 0 1 1 2 1 1 1 0 0 10 0 0 2 3 0 7 7 4 0 11 0 0 0 8 2 0 4 1 1 2 1 0 2 1 0 2 3 1 1 0 2 6 1 1 7 1 4 12 0 2 1 0 0 0 1 2 9 0 0 5 1 2 1 2 1 1 7 1 0 0 1 0 0 1 6 1 3 0 0 0 1 2 2 1 4 0 1 21 1 2 0 13 0 0 0
"old-fashioned" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"open" 1 1 0 5 10 3 0 0 1 2 0 1 2 0 0 0 1 5 0 0 0 0 2 0 1 1 1 1 3 0 1 4 1 0 0 2 1 3 2 1 0 0 0 0 0 0 0 0 0 2 0 3 1 0 4 1 1 4 2 0 2 0 1 1 1 0 0 0 5 1 0 3 2 1 2 2 4 4 0 0 4 2 0 0 0 2 1 0 0 1 1 1 1 0 0 2 7 16 0 0 1 0 14 3 12 2 0 0 0 2 1 3 0 0 1 1 1 1 0 0 2 4 0 2 1 17 0 1 0 2 0 4 1 7 1 0 0 1 1 0 0 1 10 0 0 0 0 0 1 0 5 4 3 0 7 0 0 0 3 0 0 6 0 1 1 1 0 0 1 0 1 4 0 0 1 2 5 2 2 5 0 4 9 0 1 1 0 0 1 0 1 4 0 0 4 0 2 2 2 0 1 10 0 1 0 0 2 1 0 2 1 0 0 0 0 0 1 3 1 3 0 1 11 1 0 0 7 0 0 0
"original" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
"pathetic" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0
"patient" 0 0 0 0 1 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0 2 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0
"plain" 0 0 0 2 2 1 0 0 0 2 0 2 0 0 0 1 1 1 2 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 1 0 0 2 2 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 1 1 0 0 0 0 4 0 0 0 0 0 0 0 0 1 2 5 0 0 0 0 3 2 2 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 5 1 0 0 1 0 2 0 0 2 0 1 0 3 0 2 1 3 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 3 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 3 0 2 1 0 0 0 0 1 0 0 0 1 5 0 0 1 3 0 0 0
"playful" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
"pleasant" 1 0 0 2 4 1 1 0 0 1 0 0 0 0 0 0 0 5 1 0 1 1 1 0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 1 0 1 2 0 1 0 0 0 0 0 0 0 2 2 0 2 0 0 1 0 4 4 0 0 1 2 0 0 1 1 2 0 0 0 5 2 0 0 0 2 6 11 0 0 1 0 10 2 8 1 0 0 0 1 1 0 0 0 0 0 2 0 0 0 1 4 0 1 1 11 1 2 0 1 0 2 0 2 0 0 0 0 2 0 0 0 7 1 5 0 0 0 0 0 0 2 1 0 7 0 0 0 2 1 0 5 0 1 1 0 0 2 1 0 0 1 1 0 0 0 2 2 0 1 0 3 4 0 1 1 0 0 0 2 1 3 0 0 3 0 1 0 2 0 0 4 0 0 0 1 0 0 1 2 0 0 0 0 0 0 1 0 0 2 0 0 9 0 1 0 7 0 0 0
"pleased" 0 2 1 3 9 4 1 2 3 2 0 2 0 0 0 0 0 6 0 0 0 1 1 0 1 0 0 3 1 0 1 2 0 0 1 3 0 3 1 0 0 0 0 0 0 0 1 1 1 0 2 1 0 2 3 2 0 1 5 0 1 1 0 1 0 1 0 1 2 0 0 1 2 0 0 1 4 1 0 0 0 3 0 0 1 1 5 0 1 1 5 1 1 1 1 5 5 17 1 0 0 2 13 3 8 2 1 0 0 1 0 0 0 1 0 0 3 0 0 0 1 4 0 4 1 18 2 0 0 0 0 2 0 5 0 0 0 1 0 0 0 0 7 0 4 0 0 1 0 0 2 0 2 0 7 1 1 1 6 1 0 3 0 1 1 2 1 2 2 1 0 0 0 0 0 2 6 0 0 6 1 4 12 2 1 0 0 0 0 1 1 3 0 0 1 0 0 1 1 0 0 8 0 1 0 0 1 0 0 2 0 0 0 0 1 1 1 1 0 1 0 0 14 1 1 2 13 0 1 0
"pleasing" 0 1 1 0 3 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 2 0 0 1 1 1 0 0 1 0 0 1 1 0 0 0 0 1 0 0 3 0 1 1 2 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 4 2 0 0 1 1 0 0 0 0 2 0 1 0 3 0 0 1 0 0 2 5 0 0 0 1 5 1 4 0 0 0 0 0 0 2 0 0 0 0 3 0 0 0 0 2 0 0 0 9 1 2 0 0 0 3 0 2 0 0 0 0 2 0 0 0 4 0 3 0 0 0 0 0 1 2 0 0 3 0 0 1 0 1 0 0 0 1 3 0 0 0 0 0 0 1 1 0 0 2 0 1 1 4 1 3 4 0 0 0 0 0 0 0 0 2 0 0 2 0 1 1 1 0 0 3 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 1 5 0 0 6 1 2 0 8 0 0 0
"polite" 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 3 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 3 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 3 0 2 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 3 0 1 0 0 0 0 0 0 2 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 3 0 0 0 0 1 0 0
"poor" 1 1 2 3 11 7 0 1 2 3 0 3 0 1 0 1 1 10 2 0 1 0 1 0 1 1 3 3 1 0 0 4 1 0 3 3 0 5 5 1 0 0 1 0 0 1 0 0 0 1 0 2 0 2 5 2 0 4 7 0 1 1 1 3 1 1 1 0 3 0 0 3 2 1 2 2 5 5 1 0 5 1 0 0 0 1 10 0 1 2 11 3 1 1 2 4 9 24 0 0 1 0 20 6 14 3 1 2 0 2 1 1 0 1 2 1 7 2 0 0 0 8 0 2 0 25 2 2 0 1 0 6 1 8 1 0 1 0 4 1 1 0 11 0 7 0 1 1 2 0 7 7 3 0 0 1 0 1 6 2 0 6 0 0 4 1 0 1 1 0 1 1 1 2 0 2 3 2 0 8 1 5 7 0 2 1 0 0 0 2 0 6 1 0 4 1 1 0 1 1 0 8 0 2 0 1 1 0 1 6 1 2 1 0 0 1 3 1 1 6 0 0 17 0 2 1 14 0 1 0
"popular" 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"positive" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1 0 0 0
"powerful" 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 1 0 2 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 2 0 0 0 0 1 0 1 0 2 0 0 1 1 1 0 3 0 0 0 1 3 0 3 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 0 0 0 4 0 1 0 1 0 0 0 2 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 3 0 0 0
"pretty" 0 3 1 3 6 7 0 1 0 4 1 1 0 0 1 1 0 7 3 0 0 0 0 1 1 0 1 2 1 0 1 3 1 0 1 2 0 4 3 0 0 1 0 1 0 1 0 1 0 0 2 3 1 4 2 1 1 4 6 0 4 1 0 1 1 1 1 0 0 1 2 2 0 1 1 2 7 0 0 0 3 5 0 0 0 0 7 0 1 1 1 3 0 2 2 5 7 19 2 1 0 2 14 6 9 1 0 0 0 1 2 0 0 1 1 2 3 1 1 0 1 2 0 0 1 21 0 1 0 2 1 3 0 5 2 1 1 1 4 0 3 1 8 0 3 0 0 0 4 0 2 6 0 1 6 0 0 3 0 2 0 3 0 0 2 2 1 0 3 2 2 2 0 2 0 0 3 1 1 8 0 2 8 1 1 0 1 0 0 0 1 6 0 0 4 3 2 0 0 1 1 5 1 1 0 1 0 0 0 9 1 3 0 1 1 0 1 2 1 3 0 1 16 1 0 3 15 0 0 1
"private" 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 3 1 0 0 0 2 0 0 0 0 1 0 0 0 1 1 0 1 0 1 0 5 0 0 0 0 3 2 2 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 1 1 1 0 2 0 0 0 2 0 0 1 0 0 2 0 0 0 1 0 0 0 1 0 0 0 2 2 0 4 0 3 4 0 1 0 0 0 0 0 1 3 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 4 0 1 0 1 0 0 1
