"" "#-alone" "#-bad" "#-cruel" "#-determined" "#-handsome" "#-plain" "#-pretty" "#-rich" "#-satisfied" "#-serious" "accomplished" "active" "admirable" "affectionate" "afraid" "agreeable" "alert" "alone" "amazing" "ambitious" "amusing" "angry" "anxious" "artificial" "ashamed" "attentive" "attractive" "awake" "awful" "awkward" "bad" "beautiful" "bitter" "blind" "bold" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "cautious" "certain" "charming" "cheap" "cheerful" "clever" "cold" "comfortable" "compassionate" "compatible" "competent" "concerned" "confident" "confused" "conscientious" "considerate" "consistent" "cool" "courteous" "critical" "cruel" "curious" "dangerous" "daring" "decent" "delighted" "delightful" "dependent" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disgusting" "disrespectful" "distinguished" "eager" "embarrassed" "embarrassing" "encouraging" "entertaining" "evil" "excellent" "excited" "exciting" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fat" "feminine" "fine" "foolish" "forgetful" "fortunate" "forward" "friendly" "generous" "gentle" "genuine" "glad" "good" "graceful" "gracious" "grateful" "great" "handsome" "happy" "hard" "helpless" "honest" "hopeful" "humorous" "ignorant" "impatient" "important" "incompetent" "inconsiderate" "independent" "inexperienced" "innocent" "intellectual" "intelligent" "interested" "interesting" "involved" "irrational" "irritated" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "lonely" "loud" "lovely" "loyal" "lucky" "mean" "modest" "natural" "neat" "negative" "nervous" "nice" "noisy" "offensive" "old" "open" "ordinary" "original" "pathetic" "persuasive" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "practical" "prejudiced" "pretty" "private" "professional" "prominent" "proper" "prosperous" "proud" "punctual" "quiet" "reasonable" "religious" "remarkable" "respectable" "respected" "respectful" "rich" "ridiculous" "romantic" "rough" "rude" "sad" "sarcastic" "satisfied" "secure" "selfish" "sensible" "serious" "short" "shy" "sincere" "smart" "sociable" "social" "spontaneous" "stable" "strange" "strict" "strong" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "talkative" "tall" "terrible" "terrific" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tired" "tough" "uncomfortable" "unemployed" "unfriendly" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "valuable" "warm" "weak" "wise" "wonderful" "worthy" "young" "violent" "wasteful" "well" "spoiled"
"independent" 0 1 0 0 0 0 0 0 1 1 0 0 0 1 1 3 0 1 1 0 1 0 2 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 1 3 0 0 0 1 0 0 1 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 0 3 7 0 0 0 7 2 4 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 9 2 0 0 1 0 2 0 1 3 0 0 0 1 0 0 3 1 0 1 0 0 0 0 4 4 1 0 0 0 0 1 0 0 2 3 0 0 2 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0 1 2 5 0 0 0 0 0 0 0 0 0 5 1 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 0 4 0 0 0 0
"inexperienced" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"innocent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 2 0 0 1 2 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 2 1 0 1 1 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 2 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0
"intellectual" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"intelligent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"interested" 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 1 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 2 1 6 0 0 0 9 0 5 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 7 2 0 0 0 0 0 0 1 4 0 0 0 0 1 1 3 2 1 0 0 0 0 0 1 3 0 0 3 0 0 0 0 0 1 0 2 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 1 3 1 3 0 0 0 0 0 0 1 0 0 2 0 0 2 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 4 0 1 0 1 2 0 6 0 0 0 0
"interesting" 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 4 0 0 0 0 0 2 2 0 1 2 0 1 2 0 3 1 0 0 1 1 0 1 1 1 0 0 0 2 1 0 0 1 1 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 3 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 2 0 0 0 1 2 0 0 0 0 0 3 2 0 1 0 1 1 1 1 5 9 0 0 1 9 3 7 1 0 0 0 0 0 1 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 8 0 0 0 1 1 1 0 3 2 0 0 0 0 1 0 4 4 0 1 0 0 2 0 3 3 0 0 3 1 1 0 0 0 3 3 0 0 1 0 0 0 2 2 1 0 0 0 0 1 0 0 0 0 1 0 2 1 0 2 3 3 1 0 0 0 0 0 0 1 0 2 0 1 3 0 1 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 3 2 1 0 0 0 0 6 0 0 0 0
"involved" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"irrational" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0
"irritated" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
"jealous" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 1 0 1 2 0 0 0 3 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 1 0 1 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"joyful" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 1 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 1 2 2 0 0 0 4 0 4 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 2 1 0 0 0
"kind" 0 0 0 1 1 0 0 0 0 0 0 2 0 3 3 8 1 3 1 0 0 4 4 0 3 1 1 1 1 0 5 1 2 0 0 0 1 1 1 2 0 2 0 2 1 0 1 3 4 6 0 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 5 3 0 4 3 0 1 1 1 0 0 0 3 0 1 0 0 0 4 0 0 0 4 5 0 0 0 1 1 3 0 0 0 0 2 1 2 0 10 27 1 1 5 28 3 18 3 0 0 1 0 1 4 5 0 0 2 0 1 0 0 0 4 0 0 0 1 1 0 0 0 21 5 0 0 2 0 1 0 3 7 1 0 1 2 0 0 5 4 0 1 0 0 1 1 8 6 1 1 5 0 0 1 0 1 3 4 0 0 4 1 1 2 1 5 0 1 4 0 1 2 0 1 0 0 3 0 7 2 3 4 6 6 1 2 0 0 1 0 0 0 0 9 2 2 3 0 4 1 0 1 0 0 0 0 1 1 0 2 1 2 0 0 2 1 0 1 6 3 5 1 0 2 1 13 0 0 0 0
"lazy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"liberal" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 1 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0 0 0 1 0 0 0 2 3 0 0 0 3 0 1 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0
"little" 1 1 1 1 0 1 1 0 1 1 1 10 1 10 23 30 1 14 4 1 3 15 29 2 16 3 3 4 3 5 31 7 5 1 2 3 3 7 5 19 2 5 1 17 4 2 11 11 14 21 1 1 1 3 2 2 1 4 4 3 5 3 2 3 5 0 2 9 14 2 10 14 4 9 3 3 3 2 3 13 2 2 2 2 5 15 1 3 3 7 23 0 3 2 1 3 32 6 1 2 1 10 5 15 7 43 109 2 1 9 95 13 64 8 4 5 3 1 2 9 10 1 1 9 1 3 1 1 7 8 1 2 1 1 4 21 2 3 0 14 0 5 6 0 4 2 14 26 1 3 3 10 3 3 39 15 1 2 1 1 4 2 26 18 6 0 47 1 3 3 1 1 20 13 2 1 20 1 4 3 19 10 1 3 14 1 1 7 5 1 3 1 11 1 32 4 8 16 20 37 1 2 1 1 0 1 4 8 4 31 3 1 14 2 13 1 1 7 8 1 8 1 4 4 2 10 1 5 1 1 10 6 9 5 25 4 18 2 1 10 3 63 1 1 4 1
"lively" 0 0 0 0 1 1 0 1 0 0 0 1 0 1 5 6 0 1 0 1 2 1 3 0 0 1 1 0 0 0 2 1 0 1 0 0 0 0 1 2 0 2 1 2 1 0 2 1 4 3 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 2 0 1 2 2 0 1 3 0 0 0 0 2 0 1 0 1 2 0 1 0 1 0 3 1 0 0 0 1 4 0 0 1 0 1 0 1 1 7 14 0 0 2 13 2 11 1 1 2 0 0 1 0 1 0 0 2 0 1 1 0 2 0 0 0 1 2 0 5 0 0 14 0 0 1 0 0 0 0 0 7 1 0 0 0 1 0 7 4 0 1 0 0 0 2 7 5 2 1 6 0 0 1 1 0 5 2 1 0 4 0 1 0 1 1 0 1 2 0 1 1 1 0 1 0 0 0 4 1 1 3 5 6 0 2 0 0 0 0 0 0 0 8 1 0 4 0 2 1 0 2 1 1 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 7 2 1 1 0 12 0 0 0 0
"lonely" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"loud" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 0 0 0 2 0 1 0 1 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 3 5 0 0 1 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 2 0 0 1 0 1 0 1 1 0 0 0 0 0 0 2 1 1 0 2 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 0 1 1 0 0 0 1 0 3 0 0 3 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 3 0 0 0 1
"lovely" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 5 0 2 1 0 0 1 1 0 1 1 0 1 1 1 1 1 0 0 0 2 0 1 0 2 0 1 0 0 0 0 1 0 1 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 3 0 0 0 0 1 0 3 0 3 6 0 0 0 6 1 4 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1 0 2 0 0 6 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 3 2 0 1 0 0 0 1 2 2 1 0 2 0 1 0 0 0 2 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 3 0 1 0 0 2 0 0 0 0 0 0 1 1 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 2 1 0 1 1 0 0 1 0 2 0 0 0 0
"loyal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
"lucky" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 3 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 2 5 0 0 0 3 2 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 1 0 0 0 1 0 1 0 0 4 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 2 0 1 0 1 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 1 0 0 0 0
"mean" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0
"modest" 0 0 0 0 0 0 1 0 0 0 0 2 0 3 1 4 1 1 0 0 0 0 2 0 4 3 1 1 0 1 6 0 0 0 1 1 0 2 2 4 0 1 0 2 0 0 1 2 0 0 0 1 0 3 0 0 0 1 2 0 1 1 0 0 0 0 0 0 2 0 2 0 1 1 0 0 0 0 2 2 0 0 1 0 1 5 0 0 0 0 5 0 1 0 0 1 2 3 0 0 0 1 0 2 0 2 11 0 0 1 11 0 9 0 0 0 0 0 1 2 2 0 1 1 0 0 0 0 1 3 0 0 0 0 0 3 0 1 14 0 0 0 1 0 0 1 0 2 0 0 0 0 0 1 6 0 0 1 0 0 0 0 4 5 1 0 6 0 1 0 0 0 4 0 0 0 5 0 1 0 2 1 1 0 2 0 0 0 0 0 1 0 3 0 5 0 0 2 4 1 0 0 0 0 0 0 0 1 0 3 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 2 2 2 0 0 2 0 9 0 0 0 0
"natural" 0 0 0 0 0 0 0 1 0 0 0 3 0 3 7 12 0 2 2 2 0 3 6 1 3 1 1 1 1 2 6 2 0 2 0 0 0 3 3 5 0 1 1 7 0 2 4 2 5 7 0 0 0 0 0 0 2 0 1 0 0 0 1 2 0 0 0 3 5 0 1 6 1 3 3 0 0 1 1 5 1 1 0 0 1 3 0 0 1 1 5 1 3 1 0 1 6 0 0 2 0 4 3 2 2 15 27 0 0 5 22 2 20 1 0 2 1 0 1 3 5 0 0 3 0 1 0 0 4 2 0 0 0 2 2 7 0 0 26 7 0 2 0 0 0 0 2 0 1 1 1 2 0 1 12 6 1 1 0 0 1 1 10 5 2 1 11 0 1 1 1 0 7 1 1 0 8 0 1 0 5 3 0 2 3 0 1 2 0 0 1 1 2 0 9 3 1 5 5 12 1 2 0 0 1 0 1 2 0 10 0 0 6 0 5 3 0 2 1 0 1 0 1 1 1 1 0 1 0 0 4 0 1 0 10 2 5 2 0 5 1 17 0 0 0 0
