"" "#-foolish" "#-good" "#-great" "#-handsome" "#-happy" "#-irritated" "#-little" "#-open" "#-pleased" "#-pleasing" "#-pretty" "#-satisfied" "#-shy" "#-talkative" "#-tall" "#-thin" "#-tired" "#-well" "#-wise" "accomplished" "active" "admirable" "adventurous" "affectionate" "afraid" "agreeable" "alert" "alone" "amazing" "amusing" "angry" "anxious" "argumentative" "ashamed" "attentive" "attractive" "awake" "awkward" "bad" "beautiful" "bitter" "blind" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "cautious" "certain" "charming" "cheap" "cheerful" "clean" "clever" "cold" "comfortable" "compassionate" "compatible" "competent" "conceited" "concerned" "confident" "confused" "considerate" "consistent" "cool" "courageous" "critical" "cruel" "curious" "dangerous" "decent" "delighted" "delightful" "dependent" "depressed" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disgusting" "distinguished" "eager" "elderly" "embarrassed" "embarrassing" "encouraged" "encouraging" "energetic" "entertaining" "evil" "excellent" "excited" "exciting" "exhausted" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "feminine" "fine" "firm" "foolish" "forgiving" "fortunate" "friendly" "generous" "gentle" "genuine" "glad" "good" "graceful" "gracious" "grateful" "great" "handsome" "happy" "hard" "harmless" "healthy" "helpless" "honest" "ignorant" "impatient" "impolite" "important" "inconsiderate" "independent" "innocent" "insane" "intellectual" "intelligent" "interested" "interesting" "irrational" "irritable" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "lonely" "loud" "lovely" "lucky" "modest" "natural" "neat" "negative" "nervous" "nice" "noisy" "observant" "old" "open" "ordinary" "original" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "prejudiced" "pretty" "private" "productive" "professional" "prominent" "prompt" "proper" "prosperous" "proud" "punctual" "quiet" "reasonable" "remarkable" "respectable" "respectful" "rich" "ridiculous" "romantic" "rude" "sad" "sarcastic" "satisfied" "secure" "selfish" "sensible" "serious" "short" "sincere" "social" "spoiled" "spontaneous" "stable" "straightforward" "strange" "strict" "strong" "stupid" "successful" "suspicious" "sweet" "talkative" "tall" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tired" "uncomfortable" "unfair" "unfriendly" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "valuable" "warm" "weak" "well" "wise" "witty" "wonderful" "worthy" "young" "rough" "violent" "unemployed" "youthful"
"exhausted" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"expressive" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0
"extraordinary" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 3 3 0 2 0 0 2 1 0 4 1 1 1 1 1 2 1 2 0 1 2 1 0 0 0 0 5 2 1 0 0 1 5 0 2 0 0 0 1 0 0 0 0 1 1 1 1 0 1 0 3 3 1 1 2 1 0 1 1 0 0 0 3 0 0 0 0 0 0 0 2 3 1 1 0 0 0 0 0 1 0 1 3 0 2 0 1 2 0 0 0 2 11 1 1 2 16 0 8 0 0 0 0 0 2 2 0 3 0 1 0 0 0 0 0 6 0 0 0 1 4 0 0 14 1 1 1 1 0 0 7 0 0 1 0 1 0 3 3 1 1 0 1 1 1 4 0 0 10 0 1 1 0 0 0 0 0 1 0 3 1 1 0 1 4 0 1 0 1 0 1 0 2 0 4 0 1 4 3 8 1 0 0 0 0 0 0 0 4 0 0 0 2 0 0 1 0 2 0 0 2 0 0 0 1 0 0 1 1 1 2 2 1 0 0 1 1 7 0 1 0 0
"fair" 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 7 5 0 2 0 1 1 3 0 1 1 0 1 1 8 0 0 3 0 0 4 0 1 3 1 2 3 0 0 2 0 5 2 6 0 0 1 1 2 0 0 0 0 0 0 0 0 0 1 0 2 4 1 1 0 1 2 1 0 1 0 0 2 0 0 1 0 1 1 0 0 4 0 1 0 0 0 0 0 0 0 0 5 1 2 1 3 3 0 3 0 5 14 0 1 3 17 3 7 3 1 2 1 1 3 0 0 2 1 0 0 0 1 1 4 3 0 1 0 0 9 0 2 19 1 0 1 5 0 0 8 2 0 0 0 0 0 9 2 1 0 0 2 0 2 8 2 1 8 0 1 0 0 5 2 0 0 1 1 4 0 1 0 4 3 0 4 2 2 1 0 1 3 0 4 1 0 4 5 9 0 0 0 0 0 1 1 0 6 0 0 0 1 0 2 1 2 3 1 0 1 2 0 0 1 0 0 1 3 3 1 0 3 0 0 2 0 13 0 0 0 0
"faithful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0
"familiar" 1 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 3 0 0 0 2 0 1 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 3 0 0 0 0
"famous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 3 0 0 0 3 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0
"feminine" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"fine" 1 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 1 1 2 0 0 0 10 11 0 1 1 0 1 3 0 4 0 0 0 2 7 3 0 2 1 3 2 1 0 0 0 2 6 4 1 4 0 5 6 5 0 0 0 1 1 1 0 0 0 0 0 1 0 0 4 0 3 8 1 2 1 4 1 2 1 3 0 0 1 1 0 0 0 1 0 0 1 1 0 0 1 0 3 5 1 1 1 0 0 0 1 0 1 6 0 2 1 8 25 0 0 5 23 5 17 2 0 0 1 0 3 4 0 2 0 2 1 0 1 0 1 5 0 0 0 0 7 0 1 27 3 0 1 2 0 0 7 3 0 0 2 0 0 10 4 1 2 1 2 0 7 6 3 0 11 1 1 0 1 3 2 0 0 1 0 8 0 2 0 6 3 2 1 0 4 1 0 2 5 1 9 0 0 6 1 7 2 2 1 0 0 0 1 0 9 1 1 0 4 1 0 3 1 4 1 1 2 1 1 0 2 1 3 1 3 2 5 2 3 0 1 3 2 24 0 0 0 1
"firm" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0
"foolish" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 1 1 0 3 1 0 1 1 0 1 0 2 2 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 2 2 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 2 2 0 0 0 0 1 0 0 0 0 1 0 2 0 3 4 0 1 1 6 1 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 1 0 1 7 0 0 0 0 1 0 2 0 0 1 1 1 0 3 1 1 0 0 0 0 0 1 0 0 3 0 0 0 0 2 0 0 0 0 0 1 1 0 0 1 0 0 3 0 1 0 0 0 0 0 3 0 1 2 0 3 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 3 1 0 0 0 1 0 5 0 0 0 0
"forgiving" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
"fortunate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 6 0 0 0 0 2 2 0 3 1 0 0 1 4 0 0 1 1 0 1 0 0 0 0 1 1 2 0 6 0 1 8 6 1 0 2 0 4 0 0 0 0 1 1 1 0 0 0 0 6 3 1 1 1 0 2 1 0 2 0 0 4 0 0 0 0 0 1 0 2 6 0 0 0 1 1 3 0 0 0 0 1 0 0 0 0 5 0 2 1 8 21 0 1 2 20 5 13 3 1 1 0 1 0 1 0 3 0 0 0 0 1 1 1 5 0 1 0 0 8 0 2 18 1 0 1 3 0 0 5 1 0 3 0 0 1 13 4 0 0 0 3 0 5 6 3 0 15 0 0 0 0 3 1 0 0 0 0 7 2 1 0 3 3 1 2 1 3 0 0 1 3 0 3 0 1 3 3 8 1 1 0 0 0 0 3 1 5 0 0 0 2 0 1 0 0 1 0 0 2 0 0 0 1 1 1 1 2 1 3 0 3 1 0 2 3 16 0 0 0 1
"friendly" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 5 5 0 0 1 0 2 2 1 3 1 0 2 3 3 1 0 1 0 1 2 0 0 0 1 1 4 1 0 6 0 1 3 4 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 2 2 0 2 0 2 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 2 3 0 0 0 1 6 0 1 0 5 0 0 0 1 2 15 1 1 1 13 1 8 0 0 0 1 0 3 0 0 3 0 0 0 0 0 0 1 1 0 0 0 1 5 0 1 13 3 1 1 2 1 0 2 1 0 1 0 1 0 5 5 0 0 0 1 0 5 4 0 0 7 1 0 1 0 0 1 0 0 0 0 5 2 1 0 1 1 0 3 0 1 0 0 0 2 0 2 0 1 1 2 5 0 1 0 0 0 0 1 0 4 1 0 0 2 1 0 1 0 1 0 1 1 1 1 0 2 1 3 1 2 1 4 0 2 1 0 1 3 11 0 0 0 0
"generous" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 4 1 1 0 0 0 0 1 0 0 0 1 1 1 0 0 1 1 1 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 2 0 0 1 0 0 0 2 1 0 0 0 0 1 2 0 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0
"gentle" 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 2 0 0 3 6 3 0 0 1 0 1 1 0 1 0 0 0 2 1 3 0 1 0 1 0 0 1 1 0 0 0 2 0 5 0 3 2 2 0 0 1 1 1 0 1 0 0 1 0 0 1 0 0 0 2 4 0 1 1 0 1 0 1 1 0 0 2 1 0 0 0 0 1 0 0 4 0 1 0 0 0 3 0 1 0 0 2 1 2 0 2 0 1 0 0 3 10 0 0 1 11 3 10 2 0 0 1 0 1 0 0 2 0 1 0 0 1 2 2 1 0 1 0 0 4 0 1 13 1 0 0 0 2 0 5 1 0 1 0 0 0 6 1 1 0 0 1 1 4 1 4 0 10 0 0 0 0 4 2 1 0 0 2 3 0 0 0 3 1 0 4 1 3 0 0 0 3 0 0 0 0 3 1 5 0 0 0 0 1 0 2 0 1 0 1 0 1 0 2 0 0 1 0 0 2 0 0 0 1 1 0 1 2 0 2 0 2 0 1 0 1 7 1 0 0 0
"genuine" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0
"glad" 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 11 15 0 2 1 2 5 5 0 6 3 0 0 0 11 6 0 1 2 1 1 0 1 1 1 0 4 4 0 9 0 4 10 9 2 0 1 0 1 2 0 1 0 1 1 2 1 1 4 0 4 6 0 1 3 3 1 2 3 7 0 0 1 0 0 1 0 1 0 0 4 9 0 1 1 1 2 5 0 0 2 0 8 1 3 1 8 2 1 3 1 0 32 2 0 1 34 6 25 3 0 0 1 2 1 2 0 1 1 1 0 0 1 1 2 11 1 0 1 0 9 0 1 37 2 0 1 3 4 1 7 1 1 1 5 0 0 15 5 0 0 1 2 0 7 12 4 0 14 0 0 0 1 5 2 0 0 0 0 7 1 3 1 3 4 0 4 0 5 1 0 2 2 0 5 2 2 6 6 10 2 0 1 0 1 2 1 1 8 1 0 0 2 1 1 1 0 4 2 1 4 0 1 0 2 0 1 1 5 1 7 2 3 0 0 2 9 23 0 0 1 0
"good" 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 3 5 2 1 4 37 34 0 7 3 5 10 23 1 16 6 1 1 11 27 15 1 5 2 5 11 2 5 4 3 3 17 15 2 21 1 13 25 22 3 0 2 1 8 2 3 1 1 3 1 2 2 3 5 1 15 22 3 2 12 9 3 4 4 10 1 1 11 1 0 0 1 2 1 3 5 20 1 3 1 2 11 14 2 3 3 0 25 1 4 0 21 15 1 10 0 32 0 2 1 8 98 22 68 5 2 2 2 3 8 11 1 14 1 8 1 1 2 3 9 21 0 1 2 2 27 0 7 106 8 0 2 7 5 2 28 6 1 8 9 1 1 47 19 1 2 2 11 1 27 28 13 2 52 1 3 4 1 15 8 0 1 2 2 27 3 5 1 19 13 3 14 1 12 1 1 6 15 1 29 4 3 18 19 42 2 3 2 1 2 3 10 3 25 3 3 1 15 2 3 4 2 11 4 4 13 5 4 1 10 4 6 3 15 6 19 5 10 3 2 8 15 79 1 1 1 2
"graceful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 2 0 0 1 3 2 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 2 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 3 0 0 0 0
"gracious" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 2 1 2 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 2 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"grateful" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 3 3 1 2 0 0 1 4 0 0 0 0 0 2 3 0 0 2 0 0 4 1 0 0 0 0 2 0 0 0 0 2 3 2 0 0 0 1 3 0 0 0 0 1 0 0 0 0 2 0 4 1 0 0 1 2 1 0 1 0 0 0 2 0 0 0 0 1 0 0 0 2 0 0 0 0 2 3 0 0 0 1 5 0 1 0 2 1 0 1 1 1 8 1 1 0 9 2 7 0 1 1 0 1 1 1 0 2 0 1 0 0 1 0 2 5 0 0 0 0 5 0 1 12 1 1 0 2 0 0 5 1 0 0 0 0 0 2 1 1 1 0 1 0 4 2 0 1 8 0 0 0 0 1 2 0 0 0 0 3 0 0 0 1 4 0 1 1 2 0 0 2 2 0 3 1 0 1 1 5 1 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 1 2 0 1 0 0 0 0 1 0 1 1 2 1 1 0 1 0 0 1 0 9 0 0 0 1
"great" 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0 1 0 1 1 3 4 1 1 6 36 29 0 8 3 3 10 21 1 17 7 2 2 8 34 14 1 5 1 3 14 3 5 5 3 3 19 11 1 21 1 14 25 20 4 0 3 1 8 3 2 1 0 4 1 2 2 3 8 0 14 27 3 2 11 9 4 4 6 11 0 1 12 2 1 1 0 3 1 4 6 19 1 4 1 2 16 17 1 2 3 1 23 1 6 1 20 13 4 11 1 34 98 3 2 9 0 20 70 5 1 3 1 2 7 8 0 13 2 7 1 0 3 3 8 22 1 1 2 1 36 0 7 105 7 1 1 8 4 1 33 6 0 9 8 2 0 50 18 1 2 0 10 2 23 28 13 2 56 0 1 5 1 16 7 1 0 3 3 27 3 4 0 18 17 3 13 2 11 2 1 4 17 1 28 3 4 22 16 39 5 3 2 0 2 0 10 1 30 3 1 1 17 2 4 4 2 8 1 2 10 4 3 1 11 3 5 3 16 4 18 4 12 3 2 7 11 72 0 1 0 2
"handsome" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 1 5 10 0 2 0 1 2 4 0 1 2 0 0 0 5 5 0 2 1 2 2 0 0 1 0 0 2 3 1 8 0 3 3 5 1 1 1 0 2 1 1 0 0 0 0 0 0 0 0 0 2 3 1 1 3 1 2 2 1 0 0 1 4 1 0 0 0 2 0 0 2 7 0 1 0 0 0 3 1 0 0 0 5 0 1 0 5 1 1 3 0 6 22 2 1 2 20 0 11 1 1 1 0 2 2 1 0 3 1 4 1 0 2 2 5 6 0 0 1 0 7 0 2 21 2 0 0 1 1 0 6 1 1 3 1 0 0 13 4 0 1 1 3 1 8 8 9 0 8 0 1 0 0 6 0 0 0 1 1 7 0 1 0 5 5 0 6 1 7 0 0 0 3 0 10 1 1 2 2 11 1 2 0 0 0 0 2 0 5 1 1 0 4 0 2 1 1 1 0 0 1 2 1 0 2 0 0 1 5 2 6 1 1 0 0 0 3 19 0 0 0 2
"happy" 1 0 0 0 0 0 1 1 0 1 1 1 1 0 1 1 0 0 1 2 1 2 0 4 28 18 0 7 2 3 8 15 1 10 3 0 1 5 20 11 2 4 1 4 8 0 4 2 1 1 12 10 1 15 1 9 15 14 1 0 2 1 6 2 1 2 0 1 1 2 2 1 5 1 14 20 1 3 7 7 3 2 5 7 1 0 10 1 0 1 0 1 1 1 4 15 1 5 1 0 8 7 0 1 2 1 17 2 5 1 13 8 1 10 1 25 68 1 2 7 70 11 0 4 1 1 1 2 3 6 1 8 0 5 0 0 2 2 6 15 0 1 1 2 24 0 4 69 5 1 1 4 4 2 20 5 0 4 7 2 1 35 16 1 4 1 7 2 17 19 9 1 38 0 2 3 0 13 6 1 1 1 2 18 2 2 1 14 7 2 8 2 4 1 0 5 12 1 17 3 2 9 12 25 3 1 2 1 2 2 7 1 14 3 3 1 10 2 3 3 1 7 3 2 8 2 1 1 9 4 3 3 7 4 12 3 11 4 2 6 7 50 0 1 0 2
