"" "#-agreeable" "#-fair" "#-good" "#-handsome" "#-reasonable" "#-satisfied" "active" "affectionate" "afraid" "agreeable" "alone" "amazing" "amusing" "angry" "anxious" "ashamed" "attentive" "attractive" "awake" "awful" "awkward" "bad" "beautiful" "bitter" "bold" "bright" "brilliant" "busy" "calm" "capable" "careless" "certain" "charming" "cheap" "cheerful" "clean" "clever" "cold" "comfortable" "concerned" "confident" "conscientious" "consistent" "cool" "critical" "cruel" "curious" "dangerous" "decent" "delighted" "delightful" "desirable" "determined" "difficult" "direct" "disappointed" "disgusting" "disrespectful" "distinguished" "eager" "embarrassed" "embarrassing" "entertaining" "excellent" "experienced" "extraordinary" "fair" "faithful" "familiar" "famous" "fine" "firm" "foolish" "fortunate" "friendly" "frightening" "furious" "generous" "gentle" "genuine" "glad" "good" "graceful" "gracious" "grateful" "great" "greedy" "handsome" "happy" "hard" "harmless" "helpless" "honest" "hopeful" "ignorant" "impatient" "important" "independent" "innocent" "intellectual" "intelligent" "interested" "interesting" "irritable" "irritated" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "lonely" "loud" "lovely" "lucky" "mature" "modest" "natural" "neat" "nice" "noisy" "old" "open" "ordinary" "original" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "positive" "pretty" "private" "productive" "proper" "proud" "punctual" "quiet" "reasonable" "religious" "remarkable" "respectable" "respectful" "rich" "ridiculous" "romantic" "rude" "sad" "satisfied" "secure" "selfish" "sensible" "sentimental" "serious" "shallow" "short" "shy" "sincere" "smart" "social" "stable" "strange" "strict" "strong" "stubborn" "stupid" "successful" "surprised" "sweet" "sympathetic" "tall" "terrific" "thankful" "thin" "thorough" "thoughtless" "tired" "traditional" "uncomfortable" "unfriendly" "ungraceful" "unhappy" "unreasonable" "unusual" "useful" "valuable" "violent" "warm" "wealthy" "well" "wise" "wonderful" "worthy" "young" "youthful"
"original" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
"patient" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"plain" 0 0 0 1 1 0 0 0 2 2 0 0 1 0 0 1 0 0 0 0 1 2 0 0 2 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 2 0 0 1 0 0 0 0 1 0 0 3 1 3 1 0 0 1 2 1 0 0 0 0 0 0 1 0 1 7 0 0 1 5 0 3 2 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 0 1 1 1 0 0 7 3 0 0 0 0 0 0 1 1 0 1 2 2 1 0 0 0 0 1 2 1 0 2 0 1 0 0 1 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 1 0 1 0 0 2 0 1 2 0 0 1 0 1 1 1 1 3 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 5 0
"playful" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
"pleasant" 0 0 0 0 0 0 1 1 2 3 1 0 1 3 2 2 0 0 1 0 0 0 2 0 1 1 0 1 0 0 0 2 2 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 3 4 1 0 1 0 1 0 1 0 0 0 1 0 1 1 0 1 0 1 2 6 0 0 0 0 0 0 1 0 0 3 8 0 0 0 7 1 3 3 0 0 0 2 0 0 2 0 0 0 1 0 0 2 0 0 0 0 2 0 0 10 0 0 0 0 0 0 0 1 0 0 0 3 4 0 0 0 1 0 0 3 0 0 2 1 2 1 0 1 0 0 0 0 0 1 1 0 3 0 0 0 0 2 1 0 0 0 1 0 5 0 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 1 0 0 1 1 0 0 1 6 1
"pleased" 1 0 0 1 1 0 0 1 4 2 2 0 1 2 2 1 0 1 1 0 0 0 3 0 1 1 0 1 1 1 0 2 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 4 1 1 1 0 0 0 0 0 1 0 0 0 0 1 2 0 1 0 1 2 0 1 0 0 0 0 1 1 1 3 8 1 0 0 8 1 0 3 1 1 0 0 0 1 3 0 1 0 0 1 2 2 0 0 1 0 3 1 0 8 2 0 0 0 0 0 0 2 0 0 0 2 4 0 1 0 2 0 3 0 1 0 3 0 1 0 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0 2 1 0 0 0 0 0 2 1 1 0 0 0 1 0 1 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0 8 1
"pleasing" 0 0 0 1 1 0 0 1 2 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 2 0 0 0 1 0 0 1 0 0 0 1 0 0 1 5 0 0 0 3 0 1 3 0 1 0 0 0 2 2 1 1 0 0 2 1 1 0 0 0 1 2 0 0 5 1 0 0 1 1 0 0 2 0 0 0 0 2 0 0 1 1 0 0 1 0 0 3 0 1 1 0 2 0 0 1 1 0 1 0 0 1 0 0 0 1 1 2 0 2 0 1 0 2 0 1 0 0 0 1 0 0 0 1 0 2 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 5 0
"polite" 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 2 0 2 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 2 0
"poor" 0 0 1 1 1 0 0 6 5 3 1 1 1 2 3 4 0 0 0 0 1 2 3 0 0 1 0 1 1 1 2 4 1 1 2 1 3 2 4 2 0 0 1 0 0 0 0 0 2 0 5 1 1 0 0 2 0 0 1 3 0 0 0 2 0 2 3 1 0 0 6 0 2 0 1 1 0 0 3 1 7 16 0 1 1 14 0 1 10 1 1 1 3 1 3 0 2 2 0 0 2 2 3 1 0 3 1 3 0 1 18 2 1 1 1 2 1 0 4 0 2 1 5 5 0 0 1 2 0 2 3 3 0 0 5 3 3 1 1 1 1 3 2 1 4 1 0 0 0 1 0 2 3 3 1 4 0 0 0 13 0 2 1 0 0 9 0 4 1 4 0 3 2 0 1 1 0 1 0 1 2 0 3 0 0 2 0 1 2 0 1 2 1 0 2 2 0 12 2
"positive" 0 0 0 0 0 0 0 1 0 1 1 0 0 1 2 0 0 0 0 0 0 0 2 1 1 1 0 0 2 1 2 3 1 0 1 0 0 0 2 1 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 3 0 1 0 0 1 1 0 1 0 3 4 0 1 0 4 0 1 4 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 2 5 1 1 0 0 0 0 0 1 0 0 0 3 2 1 0 0 0 0 1 0 0 0 5 0 1 0 1 0 0 0 1 0 0 2 0 0 1 0 1 0 1 0 0 0 1 0 0 0 4 0 1 0 0 0 3 1 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 1 0 0 0 0 4 1
"pretty" 1 0 0 0 0 0 0 1 1 1 2 0 0 3 2 2 0 1 1 0 1 2 2 0 0 1 0 0 0 2 1 2 1 0 1 1 0 0 1 1 0 1 1 0 1 0 0 0 0 2 3 0 0 0 0 2 0 0 0 3 1 0 0 3 0 1 1 1 0 0 7 0 1 0 0 0 0 1 1 0 2 8 0 0 0 9 0 3 5 0 1 0 0 0 1 2 1 0 0 0 1 2 1 0 0 1 1 2 1 0 9 0 0 0 0 1 0 0 0 1 0 1 5 2 0 1 1 1 0 2 1 1 1 3 1 0 2 0 2 0 0 2 1 0 2 3 0 2 0 0 1 0 2 1 0 2 0 1 0 2 1 0 2 0 0 3 0 2 1 1 0 2 1 1 0 1 0 1 0 0 2 0 0 0 0 0 0 0 2 0 0 2 1 0 1 1 1 8 0
"private" 0 0 0 0 0 0 0 1 0 2 0 1 0 1 2 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 0 0 2 0 0 0 1 1 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 1 1 3 0 0 0 3 0 0 4 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 2 0 0 4 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 2 0 0 1 0 1 0 3 0 2 0 0 0 0 1 1 0 0 0 1 0 3 0 0 0 1 1 1 1 0 0 1 0 4 0 1 0 0 1 2 0 2 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 0
"productive" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1
"proper" 1 0 0 1 1 0 0 0 2 1 1 0 0 2 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 1 1 0 0 0 1 0 2 0 1 1 0 0 0 0 0 1 0 0 1 0 0 2 8 1 0 0 6 0 1 4 2 0 0 1 0 1 1 0 0 0 1 1 3 0 0 1 0 0 1 1 0 5 1 0 0 0 0 0 0 2 0 0 0 1 4 0 1 0 1 0 1 3 2 1 1 0 2 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 1 2 1 1 0 2 0 2 1 0 0 0 0 2 0 2 0 2 0 2 1 0 1 0 0 0 0 0 2 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 4 0
"proud" 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0
"punctual" 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"quiet" 0 0 0 0 0 0 0 1 0 1 1 1 0 0 3 2 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0 3 0 0 1 0 0 1 2 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 3 0 0 0 1 1 0 0 2 0 0 1 0 0 1 4 0 1 0 0 0 0 0 1 0 2 4 0 0 1 5 0 0 6 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 6 1 0 2 0 2 0 0 1 0 0 0 2 4 0 0 0 1 0 0 0 1 0 3 1 2 1 0 0 0 1 0 1 0 2 0 0 1 0 0 0 0 0 0 1 1 0 0 0 4 0 1 0 0 0 2 0 1 0 0 2 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0 2 0
"reasonable" 0 0 0 0 0 0 0 2 0 0 1 0 0 0 2 3 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 1 1 1 0 0 1 0 1 2 2 0 0 1 3 0 0 3 1 0 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 2 1 0 0 4 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0
"religious" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0
"remarkable" 0 0 0 0 0 0 0 2 1 0 1 0 0 0 0 2 0 0 1 1 1 1 3 0 0 1 0 0 0 2 1 1 2 0 2 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 2 1 0 1 0 0 0 0 1 1 0 0 0 2 0 1 0 1 0 1 6 0 1 0 1 1 0 0 0 1 1 6 0 1 0 7 1 3 5 1 1 0 1 1 2 1 1 0 0 0 1 0 2 0 0 1 0 1 0 0 6 0 0 1 0 1 1 0 1 0 0 1 4 2 0 0 0 1 0 1 1 1 0 4 2 2 0 0 0 0 0 2 1 0 0 1 0 1 0 0 0 0 1 0 0 2 0 0 0 3 0 0 1 0 0 2 1 1 1 2 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 2 0 1 1 1 0 4 0
"respectable" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 0 4 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 1 1 0 3 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 1 1 1 0 2 0 2 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 2 0
"respectful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rich" 0 0 0 0 0 0 1 1 1 2 0 0 0 2 2 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 2 0 0 1 0 0 2 4 0 0 0 0 0 0 1 1 1 1 5 1 0 1 5 0 1 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 5 0 0 1 0 0 0 0 1 1 0 0 3 1 0 0 1 0 0 3 0 1 0 0 1 2 3 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 2 0 3 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 4 0
"ridiculous" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
"romantic" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1
"rude" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sad" 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 3 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 2 0 1 0 0 0 0 0 2 1 0 0 2 0 0 0 1 0 0 0 0 1 0 2 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 1
"satisfied" 1 0 0 0 0 0 0 4 1 0 1 0 1 0 2 4 0 1 0 0 0 0 2 0 0 0 0 0 0 1 0 0 3 1 1 0 1 2 0 1 1 0 0 0 0 0 0 0 1 1 2 0 1 1 0 0 0 0 1 3 0 1 0 1 0 0 2 1 0 0 2 0 1 1 1 0 0 3 1 1 2 8 1 0 1 4 0 3 3 1 0 0 2 1 1 2 0 0 0 0 0 1 2 0 0 1 1 3 1 1 7 0 0 1 1 0 1 0 1 0 0 0 2 2 0 1 0 0 0 2 2 1 0 3 0 2 1 0 1 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 1 2 0 0 0 2 1 0 0 0 0 1 0 1 0 2 0 0 5 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 6 1
"secure" 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 1 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1 2 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 3 5 1 0 0 4 0 1 3 1 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 3 0 0 4 0 0 0 1 0 0 0 1 0 0 0 3 2 0 0 1 0 0 1 1 2 0 3 0 1 1 0 2 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 5 0 1 1 0 0 2 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 1 0 0 1 0 0 0 0 1 0 3 0
"selfish" 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 2 1 0 0 1 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 3 0 0 1 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 1 0 1 0 0 1 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sensible" 0 0 0 0 0 0 0 3 0 0 2 0 0 1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 2 2 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 4 0 2 0 1 0 0 1 0 1 5 6 0 0 1 3 0 0 4 1 1 1 1 1 2 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0 5 1 0 1 0 1 1 0 1 0 1 0 1 2 0 0 0 0 0 0 0 2 0 4 1 2 0 0 1 0 0 1 2 0 2 0 0 1 0 0 0 0 2 1 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 2 0 0 2 0 0 1 0 0 0 0 2 0 0 0 0 1 0 1 0 0 0 2 0 0 1 0 0 3 0
"sentimental" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
