"" "abrupt" "acceptable" "accurate" "active" "acute" "affable" "affectionate" "aloof" "alternative" "animated" "arrogant" "assiduous" "assured" "authoritative" "awkward" "bashful" "benevolent" "bitter" "bold" "busy" "called" "calm" "candid" "careful" "careless" "casual" "ceremonious" "certain" "chatty" "cheat" "cheerful" "christian" "circumspect" "clamorous" "close" "coherent" "cold" "coming" "communicative" "compassionate" "conceited" "conciliatory" "confident" "confidential" "congenial" "congratulatory" "conscientious" "consistent" "constant" "constrained" "contained" "continuing" "contradictions" "contrary" "conversation" "cordial" "courtier" "critical" "cunning" "curious" "daring" "decided" "decisive" "delicate" "dependent" "detached" "determined" "dictatorial" "diffident" "dignified" "dilatory" "direct" "discerning" "disrespectful" "dissatisfied" "doleful" "domestic" "duplicity" "earnest" "easy" "eloquent" "emphatic" "even" "exact" "explicit" "expressive" "exuberant" "face" "faithful" "familiar" "fast" "fastidious" "fearful" "fearless" "feel" "fervent" "finish" "firm" "forbearing" "forgiving" "formal" "forward" "free" "fresh" "friendly" "frivolous" "gallant" "game" "gay" "general" "generous" "genteel" "gentle" "girl" "gloomy" "glory" "good-humoured" "good-natured" "good-tempered" "graceful" "gracious" "grateful" "grave" "handsome" "hasty" "haughty" "having" "headstrong" "hearty" "heavy" "heedless" "hill" "honest" "hopeless" "humble" "hurried" "hypocritical" "ill-tempered" "impartial" "impatient" "impetuous" "impudent" "incredulous" "indefinite" "independent" "indifferent" "indirect" "indolent" "indulgent" "insincere" "insolent" "integrity" "intimate" "invariable" "irreligious" "irritable" "jealous" "joyful" "keener" "kind" "knowing" "laconic" "leisurely" "lively" "lofty" "loud" "loving" "malicious" "maternal" "melancholy" "mercenary" "merry" "mild" "military" "miserly" "moderate" "modest" "mouth" "musical" "narrative" "natural" "neat" "negative" "negligent" "nervous" "noisy" "nonsensical" "obsequious" "obstinate" "officious" "open" "orderly" "original" "overbearing" "pack" "partial" "particular" "patient" "pedantic" "peevish" "penitent" "persevering" "perverse" "playful" "pleasant" "polite" "pompous" "positive" "prejudiced" "probity" "profuse" "prompt" "proud" "prudent" "punctual" "quarrelsome" "querulous" "quick" "quiet" "rapid" "rapturous" "rectitude" "regardless" "resentful" "reserved" "resigned" "resolute" "resolved" "respectful" "restless" "restrained" "retrospective" "romantic" "rough" "rude" "sad" "sanguine" "sarcastic" "saucy" "scold" "scrupulous" "second" "self-command" "self-willed" "selfish" "sensible" "serious" "severe" "shrewish" "shy" "silent" "simple" "sincere" "slow" "sly" "social" "sour" "speedy" "spirit" "spiritless" "spiteful" "sportive" "squeamish" "staid" "stately" "steadfast" "steady" "still" "strong" "studious" "sudden" "sufficient" "supercilious" "sure" "sweet" "tacit" "taciturn" "tempered" "tender" "thankful" "thorough" "tractable" "tranquil" "trim" "true" "unassuming" "uncertain" "uncivil" "unforgiving" "ungracious" "unguarded" "unhappy" "unreserved" "unsocial" "urgent" "vain" "violent" "watchful" "wise" "ungenerous" "undecided" "womanly" "thoughtful" "thoughtless" "weak" "whilst" "worldly" "unsuspicious" "untidy" "vague" "willing" "wiser" "whimsical" "unbending" "unvarying" "vicious" "weak-spirited" "ugly" "suspicious" "unpretending" "undutiful" "upstart" "unfeeling" "toward"
"faithful" 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 0 0 1 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"familiar" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fast" 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 4 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 2 1 0 0 0 0 1 0 1 0 0 0 2 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2 0 1 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"fastidious" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fearful" 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 3 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 2 1 0 1 0 0 0 0 3 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"fearless" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"feel" 0 0 0 0 0 0 3 0 0 0 0 0 5 0 0 0 0 0 0 0 4 0 0 0 0 1 2 11 0 0 2 0 1 0 1 0 3 11 0 1 2 0 1 0 0 0 1 0 5 0 2 1 1 2 8 0 0 0 0 0 1 3 0 1 1 0 5 0 0 0 1 1 0 1 1 0 2 2 3 4 0 0 14 1 0 0 0 3 1 1 1 0 0 0 0 0 1 0 0 0 3 3 2 4 1 1 1 1 1 12 1 0 0 4 1 1 1 1 0 0 0 3 2 3 0 1 17 0 0 0 0 0 0 3 3 2 1 0 1 1 1 0 2 0 0 3 0 0 1 0 0 2 2 1 0 0 1 0 0 11 6 0 0 2 0 0 1 0 0 3 0 0 1 0 0 0 0 0 1 1 6 1 1 1 0 0 1 0 1 0 3 0 1 0 0 2 9 0 1 0 1 1 1 0 3 2 1 0 0 0 0 0 2 2 0 0 0 0 1 0 0 0 0 0 3 3 0 4 1 0 0 1 0 0 1 0 1 0 1 0 0 5 0 0 2 5 5 4 0 0 7 0 2 0 2 1 0 0 1 1 0 0 0 1 0 0 3 17 8 0 1 1 0 8 0 0 0 0 1 2 0 0 0 0 2 0 0 1 0 1 0 6 0 0 1 4 2 0 2 0 0 0 0 0 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"fervent" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"finish" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"firm" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forbearing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forgiving" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"formal" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 2 0 0 0 2 0 1 3 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 2 0 0 0 0 0 1 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 3 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 3 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 2 2 0 0 5 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 3 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 3 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 3 1 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forward" 1 1 0 0 1 1 3 1 0 0 0 1 5 1 2 0 0 1 2 0 10 0 0 1 0 0 1 7 0 0 3 0 0 0 3 0 2 13 0 0 0 0 0 0 0 0 0 1 4 0 4 1 0 2 9 0 1 0 1 2 0 1 0 0 0 1 4 0 0 2 1 2 0 0 0 0 1 0 3 4 0 0 11 1 1 1 0 5 1 0 2 0 2 0 3 1 1 0 1 0 3 0 1 3 0 1 0 1 0 8 1 1 2 2 0 0 1 2 1 0 0 2 2 3 0 1 11 0 0 1 0 1 0 2 0 2 0 0 0 3 0 0 1 0 0 2 0 0 0 1 0 1 1 0 1 0 0 0 0 8 5 0 0 2 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 1 2 0 5 0 1 0 0 3 3 0 0 1 0 0 0 0 3 0 1 1 1 0 0 0 5 1 2 0 1 1 2 1 2 1 1 1 2 1 0 6 0 0 0 0 0 1 1 0 1 0 0 0 0 3 0 0 0 5 3 3 0 0 3 1 2 1 1 0 1 0 0 1 0 0 0 2 1 0 0 13 1 0 3 0 0 10 0 0 0 0 0 1 1 0 1 0 3 0 0 2 0 0 1 0 1 0 0 2 1 0 0 0 1 0 0 0 3 0 1 1 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0
"free" 0 0 0 0 0 0 2 0 1 0 0 0 2 0 0 1 0 0 0 0 4 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 1 0 0 1 0 1 3 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 4 1 0 1 0 1 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 5 1 0 0 0 0 0 2 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 5 1 0 0 1 0 4 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"fresh" 0 0 1 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 1 0 3 0 0 0 0 1 0 3 0 1 1 0 0 0 0 0 1 4 0 0 0 0 1 0 0 0 0 0 3 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 5 0 0 0 0 1 0 0 0 0 0 0 4 1 1 0 0 0 1 3 0 0 1 1 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 6 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 1 0 0 0 0 1 3 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 1 0 0 0 0 2 2 0 0 0 1 0 0 0 2 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 1 2 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 4 3 0 1 0 0 4 1 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"friendly" 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 1 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 5 1 0 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 2 1 0 0 1 0 0 1 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 3 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 0 0 3 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 1 3 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"frivolous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
